tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
20638,note_on,,94,0,5,,,,,,,4,,,50,0
20638,note_on,,46,0,2,,,,,,,1,,,73,0
20638,note_on,,94,0,10,,,,,,,12,,,50,0
20638,note_on,,94,0,6,,,,,,,5,,,38,0
20638,note_on,,46,0,8,,,,,,,10,,,76,0
20638,note_on,,46,0,9,,,,,,,11,,,76,0
20638,note_on,,46,0,4,,,,,,,3,,,64,0
20638,note_on,,46,0,1,,,,,,,0,,,64,0
20638,note_on,,46,0,7,,,,,,,6,,,76,0
20638,note_on,,46,0,3,,,,,,,2,,,73,0
20640,note_on,,2,0,7,,,,,,,6,,,74,108
20640,note_on,,2,0,5,,,,,,,4,,,50,75
20640,note_on,,2,0,4,,,,,,,3,,,66,75
20640,note_on,,2,0,10,,,,,,,12,,,50,75
20640,note_on,,2,0,2,,,,,,,1,,,74,92
20640,note_on,,2,0,1,,,,,,,0,,,66,108
20640,note_on,,2,0,3,,,,,,,2,,,74,92
20640,note_on,,2,0,8,,,,,,,10,,,74,75
20640,note_on,,2,0,9,,,,,,,11,,,74,75
20640,note_on,,2,0,6,,,,,,,5,,,38,60
20734,note_on,,94,0,1,,,,,,,0,,,66,0
20734,note_on,,94,0,8,,,,,,,10,,,74,0
20734,note_on,,94,0,5,,,,,,,4,,,50,0
20734,note_on,,94,0,9,,,,,,,11,,,74,0
20734,note_on,,94,0,6,,,,,,,5,,,38,0
20734,note_on,,94,0,2,,,,,,,1,,,74,0
20734,note_on,,94,0,3,,,,,,,2,,,74,0
20734,note_on,,94,0,4,,,,,,,3,,,66,0
20734,note_on,,94,0,10,,,,,,,12,,,50,0
20736,note_on,,2,0,8,,,,,,,10,,,69,75
20736,note_on,,2,0,6,,,,,,,5,,,38,60
20736,note_on,,2,0,3,,,,,,,2,,,66,92
20736,note_on,,2,0,10,,,,,,,12,,,50,75
20736,note_on,,2,0,2,,,,,,,1,,,69,92
20736,note_on,,2,0,4,,,,,,,3,,,62,75
20736,note_on,,2,0,5,,,,,,,4,,,50,75
20736,note_on,,2,0,1,,,,,,,0,,,57,108
20736,note_on,,2,0,9,,,,,,,11,,,66,75
20782,note_on,,46,0,9,,,,,,,11,,,66,0
20782,note_on,,46,0,3,,,,,,,2,,,66,0
20782,note_on,,46,0,4,,,,,,,3,,,62,0
20782,note_on,,46,0,2,,,,,,,1,,,69,0
20782,note_on,,46,0,8,,,,,,,10,,,69,0
20784,note_on,,2,0,2,,,,,,,1,,,69,92
20784,note_on,,2,0,4,,,,,,,3,,,62,75
20784,note_on,,2,0,9,,,,,,,11,,,66,75
20784,note_on,,2,0,8,,,,,,,10,,,69,75
20784,note_on,,2,0,3,,,,,,,2,,,66,92
20800,note_on,,160,0,7,,,,,,,6,,,74,0
20830,note_on,,94,0,1,,,,,,,0,,,57,0
20830,note_on,,46,0,3,,,,,,,2,,,66,0
20830,note_on,,94,0,10,,,,,,,12,,,50,0
20830,note_on,,46,0,8,,,,,,,10,,,69,0
20830,note_on,,94,0,6,,,,,,,5,,,38,0
20830,note_on,,46,0,2,,,,,,,1,,,69,0
20830,note_on,,46,0,4,,,,,,,3,,,62,0
20830,note_on,,46,0,9,,,,,,,11,,,66,0
20830,note_on,,94,0,5,,,,,,,4,,,50,0
20832,note_on,,2,0,5,,,,,,,4,,,50,75
20832,note_on,,2,0,3,,,,,,,2,,,65,92
20832,note_on,,2,0,2,,,,,,,1,,,69,92
20832,note_on,,2,0,8,,,,,,,10,,,69,75
20832,note_on,,2,0,10,,,,,,,12,,,50,75
20832,note_on,,2,0,9,,,,,,,11,,,65,75
20832,note_on,,2,0,1,,,,,,,0,,,62,108
20832,note_on,,2,0,4,,,,,,,3,,,62,75
20832,note_on,,2,0,6,,,,,,,5,,,38,60
20926,note_on,,94,0,2,,,,,,,1,,,69,0
20926,note_on,,94,0,8,,,,,,,10,,,69,0
20926,note_on,,94,0,3,,,,,,,2,,,65,0
20926,note_on,,94,0,6,,,,,,,5,,,38,0
20926,note_on,,94,0,5,,,,,,,4,,,50,0
20926,note_on,,94,0,9,,,,,,,11,,,65,0
20926,note_on,,94,0,10,,,,,,,12,,,50,0
20926,note_on,,94,0,4,,,,,,,3,,,62,0
20928,note_on,,2,0,3,,,,,,,2,,,65,92
20928,note_on,,128,0,7,,,,,,,6,,,66,108
20928,note_on,,2,0,5,,,,,,,4,,,50,75
20928,note_on,,2,0,9,,,,,,,11,,,65,75
20928,note_on,,2,0,4,,,,,,,3,,,62,75
20928,note_on,,2,0,6,,,,,,,5,,,38,60
20928,note_on,,2,0,10,,,,,,,12,,,50,75
20928,note_on,,2,0,2,,,,,,,1,,,69,92
20928,note_on,,2,0,8,,,,,,,10,,,69,75
20974,note_on,,46,0,3,,,,,,,2,,,65,0
20974,note_on,,46,0,7,,,,,,,6,,,66,0
20974,note_on,,46,0,2,,,,,,,1,,,69,0
20974,note_on,,46,0,8,,,,,,,10,,,69,0
20974,note_on,,46,0,9,,,,,,,11,,,65,0
20974,note_on,,46,0,4,,,,,,,3,,,62,0
20976,note_on,,2,0,8,,,,,,,10,,,69,75
20976,note_on,,2,0,2,,,,,,,1,,,69,92
20976,note_on,,2,0,3,,,,,,,2,,,65,92
20976,note_on,,2,0,7,,,,,,,6,,,62,108
20976,note_on,,2,0,9,,,,,,,11,,,65,75
20976,note_on,,2,0,4,,,,,,,3,,,62,75
20992,note_on,,160,0,1,,,,,,,0,,,62,0
21022,note_on,,46,0,2,,,,,,,1,,,69,0
21022,note_on,,94,0,6,,,,,,,5,,,38,0
21022,note_on,,46,0,9,,,,,,,11,,,65,0
21022,note_on,,46,0,4,,,,,,,3,,,62,0
21022,note_on,,94,0,10,,,,,,,12,,,50,0
21022,note_on,,46,0,3,,,,,,,2,,,65,0
21022,note_on,,46,0,8,,,,,,,10,,,69,0
21022,note_on,,94,0,5,,,,,,,4,,,50,0
21022,note_on,,46,0,7,,,,,,,6,,,62,0
21024,note_on,,2,0,5,,,,,,,4,,,50,75
21024,note_on,,2,0,6,,,,,,,5,,,38,60
21024,note_on,,2,0,10,,,,,,,12,,,50,75
21024,note_on,,2,0,9,,,,,,,11,,,65,75
21024,note_on,,2,0,7,,,,,,,6,,,69,108
21024,note_on,,2,0,8,,,,,,,10,,,69,75
21024,note_on,,2,0,2,,,,,,,1,,,69,92
21024,note_on,,2,0,4,,,,,,,3,,,62,75
21024,note_on,,2,0,3,,,,,,,2,,,65,92
21118,note_on,,94,0,9,,,,,,,11,,,65,0
21118,note_on,,94,0,8,,,,,,,10,,,69,0
21118,note_on,,94,0,6,,,,,,,5,,,38,0
21118,note_on,,94,0,10,,,,,,,12,,,50,0
21118,note_on,,94,0,4,,,,,,,3,,,62,0
21118,note_on,,94,0,5,,,,,,,4,,,50,0
21118,note_on,,94,0,2,,,,,,,1,,,69,0
21118,note_on,,94,0,3,,,,,,,2,,,65,0
21120,note_on,,2,0,8,,,,,,,10,,,69,75
21120,note_on,,2,0,3,,,,,,,2,,,65,92
21120,note_on,,2,0,10,,,,,,,12,,,50,75
21120,note_on,,2,0,4,,,,,,,3,,,62,75
21120,note_on,,2,0,2,,,,,,,1,,,69,92
21120,note_on,,128,0,1,,,,,,,0,,,62,108
21120,note_on,,2,0,9,,,,,,,11,,,65,75
21120,note_on,,2,0,5,,,,,,,4,,,50,75
21120,note_on,,2,0,6,,,,,,,5,,,38,60
21166,note_on,,46,0,8,,,,,,,10,,,69,0
21166,note_on,,46,0,9,,,,,,,11,,,65,0
21166,note_on,,46,0,3,,,,,,,2,,,65,0
21166,note_on,,46,0,4,,,,,,,3,,,62,0
21166,note_on,,46,0,2,,,,,,,1,,,69,0
21168,note_on,,2,0,4,,,,,,,3,,,62,75
21168,note_on,,2,0,8,,,,,,,10,,,69,75
21168,note_on,,2,0,2,,,,,,,1,,,69,92
21168,note_on,,2,0,3,,,,,,,2,,,65,92
21168,note_on,,2,0,9,,,,,,,11,,,65,75
21184,note_on,,160,0,7,,,,,,,6,,,69,0
21214,note_on,,94,0,10,,,,,,,12,,,50,0
21214,note_on,,94,0,5,,,,,,,4,,,50,0
21214,note_on,,94,0,1,,,,,,,0,,,62,0
21214,note_on,,46,0,3,,,,,,,2,,,65,0
21214,note_on,,46,0,4,,,,,,,3,,,62,0
21214,note_on,,46,0,9,,,,,,,11,,,65,0
21214,note_on,,46,0,8,,,,,,,10,,,69,0
21214,note_on,,94,0,6,,,,,,,5,,,38,0
21214,note_on,,46,0,2,,,,,,,1,,,69,0
21216,note_on,,2,0,2,,,,,,,1,,,74,92
21216,note_on,,2,0,4,,,,,,,3,,,66,75
21216,note_on,,2,0,8,,,,,,,10,,,74,75
21216,note_on,,2,0,1,,,,,,,0,,,66,108
21216,note_on,,2,0,9,,,,,,,11,,,69,75
21216,note_on,,2,0,6,,,,,,,5,,,38,60
21216,note_on,,2,0,3,,,,,,,2,,,69,92
21216,note_on,,2,0,10,,,,,,,12,,,50,75
21216,note_on,,2,0,5,,,,,,,4,,,50,75
21310,note_on,,94,0,8,,,,,,,10,,,74,0
21310,note_on,,94,0,2,,,,,,,1,,,74,0
21310,note_on,,94,0,5,,,,,,,4,,,50,0
21310,note_on,,94,0,10,,,,,,,12,,,50,0
21310,note_on,,94,0,4,,,,,,,3,,,66,0
21310,note_on,,94,0,6,,,,,,,5,,,38,0
21310,note_on,,94,0,9,,,,,,,11,,,69,0
21310,note_on,,94,0,3,,,,,,,2,,,69,0
21312,note_on,,2,0,3,,,,,,,2,,,69,92
21312,note_on,,2,0,6,,,,,,,5,,,38,60
21312,note_on,,2,0,8,,,,,,,10,,,74,75
21312,note_on,,128,0,7,,,,,,,6,,,69,108
21312,note_on,,2,0,10,,,,,,,12,,,50,75
21312,note_on,,2,0,2,,,,,,,1,,,74,92
21312,note_on,,2,0,9,,,,,,,11,,,69,75
21312,note_on,,2,0,4,,,,,,,3,,,66,75
21312,note_on,,2,0,5,,,,,,,4,,,50,75
21358,note_on,,46,0,8,,,,,,,10,,,74,0
21358,note_on,,46,0,7,,,,,,,6,,,69,0
21358,note_on,,46,0,9,,,,,,,11,,,69,0
21358,note_on,,46,0,3,,,,,,,2,,,69,0
21358,note_on,,46,0,4,,,,,,,3,,,66,0
21358,note_on,,46,0,2,,,,,,,1,,,74,0
21360,note_on,,2,0,8,,,,,,,10,,,74,75
21360,note_on,,2,0,2,,,,,,,1,,,74,92
21360,note_on,,2,0,3,,,,,,,2,,,69,92
21360,note_on,,2,0,4,,,,,,,3,,,66,75
21360,note_on,,2,0,7,,,,,,,6,,,69,108
21360,note_on,,2,0,9,,,,,,,11,,,69,75
21376,note_on,,160,0,1,,,,,,,0,,,66,0
21406,note_on,,46,0,4,,,,,,,3,,,66,0
21406,note_on,,94,0,6,,,,,,,5,,,38,0
21406,note_on,,46,0,7,,,,,,,6,,,69,0
21406,note_on,,94,0,10,,,,,,,12,,,50,0
21406,note_on,,46,0,8,,,,,,,10,,,74,0
21406,note_on,,46,0,3,,,,,,,2,,,69,0
21406,note_on,,94,0,5,,,,,,,4,,,50,0
21406,note_on,,46,0,2,,,,,,,1,,,74,0
21406,note_on,,46,0,9,,,,,,,11,,,69,0
21408,note_on,,2,0,6,,,,,,,5,,,38,60
21408,note_on,,2,0,3,,,,,,,2,,,69,92
21408,note_on,,2,0,5,,,,,,,4,,,50,75
21408,note_on,,2,0,2,,,,,,,1,,,74,92
21408,note_on,,2,0,9,,,,,,,11,,,69,75
21408,note_on,,2,0,8,,,,,,,10,,,74,75
21408,note_on,,2,0,10,,,,,,,12,,,50,75
21408,note_on,,2,0,7,,,,,,,6,,,74,108
21408,note_on,,2,0,4,,,,,,,3,,,66,75
21502,note_on,,94,0,9,,,,,,,11,,,69,0
21502,note_on,,94,0,8,,,,,,,10,,,74,0
21502,note_on,,94,0,5,,,,,,,4,,,50,0
21502,note_on,,94,0,3,,,,,,,2,,,69,0
21502,note_on,,94,0,4,,,,,,,3,,,66,0
21502,note_on,,94,0,10,,,,,,,12,,,50,0
21502,note_on,,94,0,2,,,,,,,1,,,74,0
21502,note_on,,94,0,6,,,,,,,5,,,38,0
21504,note_on,,2,0,2,,,,,,,1,,,74,92
21504,note_on,,2,0,9,,,,,,,11,,,69,75
21504,note_on,,2,0,4,,,,,,,3,,,66,75
21504,note_on,,2,0,8,,,,,,,10,,,74,75
21504,note_on,,2,0,5,,,,,,,4,,,50,75
21504,note_on,,2,0,6,,,,,,,5,,,38,60
21504,note_on,,2,0,10,,,,,,,12,,,50,75
21504,note_on,,128,0,1,,,,,,,0,,,66,108
21504,note_on,,2,0,3,,,,,,,2,,,69,92
21550,note_on,,46,0,4,,,,,,,3,,,66,0
21550,note_on,,46,0,8,,,,,,,10,,,74,0
21550,note_on,,46,0,2,,,,,,,1,,,74,0
21550,note_on,,46,0,9,,,,,,,11,,,69,0
21550,note_on,,46,0,3,,,,,,,2,,,69,0
21552,note_on,,2,0,2,,,,,,,1,,,74,92
21552,note_on,,2,0,4,,,,,,,3,,,66,75
21552,note_on,,2,0,3,,,,,,,2,,,69,92
21552,note_on,,2,0,8,,,,,,,10,,,74,75
21552,note_on,,2,0,9,,,,,,,11,,,69,75
21568,note_on,,160,0,7,,,,,,,6,,,74,0
21598,note_on,,94,0,5,,,,,,,4,,,50,0
21598,note_on,,46,0,8,,,,,,,10,,,74,0
21598,note_on,,46,0,9,,,,,,,11,,,69,0
21598,note_on,,94,0,6,,,,,,,5,,,38,0
21598,note_on,,46,0,2,,,,,,,1,,,74,0
21598,note_on,,94,0,1,,,,,,,0,,,66,0
21598,note_on,,46,0,3,,,,,,,2,,,69,0
21598,note_on,,94,0,10,,,,,,,12,,,50,0
21598,note_on,,46,0,4,,,,,,,3,,,66,0
21600,note_on,,2,0,9,,,,,,,11,,,71,75
21600,note_on,,2,0,1,,,,,,,0,,,69,108
21600,note_on,,2,0,6,,,,,,,5,,,38,60
21600,note_on,,2,0,4,,,,,,,3,,,66,75
21600,note_on,,2,0,10,,,,,,,12,,,50,75
21600,note_on,,2,0,8,,,,,,,10,,,74,75
21600,note_on,,2,0,3,,,,,,,2,,,71,92
21600,note_on,,2,0,2,,,,,,,1,,,74,92
21600,note_on,,2,0,5,,,,,,,4,,,50,75
21694,note_on,,94,0,9,,,,,,,11,,,71,0
21694,note_on,,94,0,3,,,,,,,2,,,71,0
21694,note_on,,94,0,10,,,,,,,12,,,50,0
21694,note_on,,94,0,8,,,,,,,10,,,74,0
21694,note_on,,94,0,6,,,,,,,5,,,38,0
21694,note_on,,94,0,5,,,,,,,4,,,50,0
21694,note_on,,94,0,4,,,,,,,3,,,66,0
21694,note_on,,94,0,2,,,,,,,1,,,74,0
21696,note_on,,2,0,8,,,,,,,10,,,78,75
21696,note_on,,2,0,9,,,,,,,11,,,74,75
21696,note_on,,2,0,3,,,,,,,2,,,74,92
21696,note_on,,128,0,7,,,,,,,6,,,62,108
21696,note_on,,2,0,2,,,,,,,1,,,78,92
21696,note_on,,2,0,4,,,,,,,3,,,69,75
21696,note_on,,2,0,5,,,,,,,4,,,50,75
21696,note_on,,2,0,6,,,,,,,5,,,38,60
21696,note_on,,2,0,10,,,,,,,12,,,50,75
21742,note_on,,46,0,2,,,,,,,1,,,78,0
21742,note_on,,46,0,3,,,,,,,2,,,74,0
21742,note_on,,46,0,9,,,,,,,11,,,74,0
21742,note_on,,46,0,8,,,,,,,10,,,78,0
21742,note_on,,46,0,4,,,,,,,3,,,69,0
21742,note_on,,142,0,1,,,,,,,0,,,69,0
21742,note_on,,46,0,7,,,,,,,6,,,62,0
21744,note_on,,2,0,4,,,,,,,3,,,69,75
21744,note_on,,2,0,2,,,,,,,1,,,78,92
21744,note_on,,2,0,7,,,,,,,6,,,62,108
21744,note_on,,2,0,1,,,,,,,0,,,62,108
21744,note_on,,2,0,3,,,,,,,2,,,74,92
21744,note_on,,2,0,9,,,,,,,11,,,74,75
21744,note_on,,2,0,8,,,,,,,10,,,78,75
21790,note_on,,94,0,5,,,,,,,4,,,50,0
21790,note_on,,46,0,4,,,,,,,3,,,69,0
21790,note_on,,94,0,10,,,,,,,12,,,50,0
21790,note_on,,46,0,7,,,,,,,6,,,62,0
21790,note_on,,46,0,3,,,,,,,2,,,74,0
21790,note_on,,46,0,2,,,,,,,1,,,78,0
21790,note_on,,46,0,9,,,,,,,11,,,74,0
21790,note_on,,46,0,1,,,,,,,0,,,62,0
21790,note_on,,46,0,8,,,,,,,10,,,78,0
21790,note_on,,94,0,6,,,,,,,5,,,38,0
21792,note_on,,2,0,4,,,,,,,3,,,69,75
21792,note_on,,2,0,7,,,,,,,6,,,62,108
21792,note_on,,2,0,1,,,,,,,0,,,62,108
21792,note_on,,2,0,3,,,,,,,2,,,74,92
21792,note_on,,2,0,8,,,,,,,10,,,78,75
21792,note_on,,2,0,9,,,,,,,11,,,74,75
21792,note_on,,2,0,5,,,,,,,4,,,50,75
21792,note_on,,2,0,6,,,,,,,5,,,38,60
21792,note_on,,2,0,10,,,,,,,12,,,50,75
21792,note_on,,2,0,2,,,,,,,1,,,78,92
21886,note_on,,94,0,7,,,,,,,6,,,62,0
21886,note_on,,94,0,6,,,,,,,5,,,38,0
21886,note_on,,94,0,10,,,,,,,12,,,50,0
21886,note_on,,94,0,4,,,,,,,3,,,69,0
21886,note_on,,94,0,9,,,,,,,11,,,74,0
21886,note_on,,94,0,3,,,,,,,2,,,74,0
21886,note_on,,94,0,1,,,,,,,0,,,62,0
21886,note_on,,94,0,5,,,,,,,4,,,50,0
21886,note_on,,94,0,8,,,,,,,10,,,78,0
21886,note_on,,94,0,2,,,,,,,1,,,78,0
21888,note_on,,2,0,4,,,,,,,3,,,69,75
21888,note_on,,2,0,1,,,,,,,0,,,57,108
21888,note_on,,2,0,3,,,,,,,2,,,74,92
21888,note_on,,2,0,8,,,,,,,10,,,78,75
21888,note_on,,2,0,5,,,,,,,4,,,50,75
21888,note_on,,2,0,6,,,,,,,5,,,38,60
21888,note_on,,2,0,9,,,,,,,11,,,74,75
21888,note_on,,2,0,10,,,,,,,12,,,50,75
21888,note_on,,2,0,2,,,,,,,1,,,78,92
21888,note_on,,2,0,7,,,,,,,6,,,66,108
21934,note_on,,46,0,4,,,,,,,3,,,69,0
21934,note_on,,46,0,9,,,,,,,11,,,74,0
21934,note_on,,46,0,2,,,,,,,1,,,78,0
21934,note_on,,46,0,3,,,,,,,2,,,74,0
21934,note_on,,46,0,8,,,,,,,10,,,78,0
21934,note_on,,46,0,7,,,,,,,6,,,66,0
21936,note_on,,2,0,7,,,,,,,6,,,66,108
21936,note_on,,2,0,8,,,,,,,10,,,78,75
21936,note_on,,2,0,3,,,,,,,2,,,74,92
21936,note_on,,2,0,4,,,,,,,3,,,69,75
21936,note_on,,2,0,9,,,,,,,11,,,74,75
21936,note_on,,2,0,2,,,,,,,1,,,78,92
21982,note_on,,46,0,7,,,,,,,6,,,66,0
21982,note_on,,94,0,10,,,,,,,12,,,50,0
21982,note_on,,46,0,4,,,,,,,3,,,69,0
21982,note_on,,94,0,1,,,,,,,0,,,57,0
21982,note_on,,46,0,8,,,,,,,10,,,78,0
21982,note_on,,46,0,2,,,,,,,1,,,78,0
21982,note_on,,94,0,5,,,,,,,4,,,50,0
21982,note_on,,46,0,3,,,,,,,2,,,74,0
21982,note_on,,46,0,9,,,,,,,11,,,74,0
21982,note_on,,94,0,6,,,,,,,5,,,38,0
21984,note_on,,2,0,8,,,,,,,10,,,81,75
21984,note_on,,2,0,5,,,,,,,4,,,50,75
21984,note_on,,2,0,2,,,,,,,1,,,81,92
21984,note_on,,2,0,1,,,,,,,0,,,54,108
21984,note_on,,2,0,4,,,,,,,3,,,74,75
21984,note_on,,2,0,3,,,,,,,2,,,78,92
21984,note_on,,2,0,9,,,,,,,11,,,78,75
21984,note_on,,2,0,10,,,,,,,12,,,50,75
21984,note_on,,2,0,7,,,,,,,6,,,66,108
21984,note_on,,2,0,6,,,,,,,5,,,38,60
22078,note_on,,94,0,1,,,,,,,0,,,54,0
22078,note_on,,94,0,10,,,,,,,12,,,50,0
22078,note_on,,94,0,2,,,,,,,1,,,81,0
22078,note_on,,94,0,3,,,,,,,2,,,78,0
22078,note_on,,94,0,6,,,,,,,5,,,38,0
22078,note_on,,94,0,4,,,,,,,3,,,74,0
22078,note_on,,94,0,5,,,,,,,4,,,50,0
22078,note_on,,94,0,8,,,,,,,10,,,81,0
22078,note_on,,94,0,7,,,,,,,6,,,66,0
22078,note_on,,94,0,9,,,,,,,11,,,78,0
22080,note_on,,2,0,3,,,,,,,2,,,78,92
22080,note_on,,2,0,6,,,,,,,5,,,38,60
22080,note_on,,2,0,5,,,,,,,4,,,50,75
22080,note_on,,2,0,4,,,,,,,3,,,74,75
22080,note_on,,2,0,10,,,,,,,12,,,50,75
22080,note_on,,2,0,7,,,,,,,6,,,69,108
22080,note_on,,2,0,9,,,,,,,11,,,78,75
22080,note_on,,2,0,2,,,,,,,1,,,81,92
22080,note_on,,2,0,8,,,,,,,10,,,81,75
22080,note_on,,2,0,1,,,,,,,0,,,50,108
22126,note_on,,46,0,8,,,,,,,10,,,81,0
22126,note_on,,46,0,4,,,,,,,3,,,74,0
22126,note_on,,46,0,7,,,,,,,6,,,69,0
22126,note_on,,46,0,9,,,,,,,11,,,78,0
22126,note_on,,46,0,2,,,,,,,1,,,81,0
22126,note_on,,46,0,3,,,,,,,2,,,78,0
22128,note_on,,2,0,3,,,,,,,2,,,78,92
22128,note_on,,2,0,8,,,,,,,10,,,81,75
22128,note_on,,2,0,2,,,,,,,1,,,81,92
22128,note_on,,2,0,4,,,,,,,3,,,74,75
22128,note_on,,2,0,7,,,,,,,6,,,69,108
22128,note_on,,2,0,9,,,,,,,11,,,78,75
22174,note_on,,94,0,6,,,,,,,5,,,38,0
22174,note_on,,46,0,4,,,,,,,3,,,74,0
22174,note_on,,46,0,8,,,,,,,10,,,81,0
22174,note_on,,46,0,7,,,,,,,6,,,69,0
22174,note_on,,94,0,5,,,,,,,4,,,50,0
22174,note_on,,46,0,9,,,,,,,11,,,78,0
22174,note_on,,94,0,1,,,,,,,0,,,50,0
22174,note_on,,94,0,10,,,,,,,12,,,50,0
22174,note_on,,46,0,2,,,,,,,1,,,81,0
22174,note_on,,46,0,3,,,,,,,2,,,78,0
22176,note_on,,2,0,2,,,,,,,1,,,81,92
22176,note_on,,2,0,10,,,,,,,12,,,50,75
22176,note_on,,2,0,6,,,,,,,5,,,38,60
22176,note_on,,2,0,7,,,,,,,6,,,69,108
22176,note_on,,2,0,4,,,,,,,3,,,74,75
22176,note_on,,2,0,5,,,,,,,4,,,50,75
22176,note_on,,2,0,8,,,,,,,10,,,81,75
22176,note_on,,2,0,3,,,,,,,2,,,78,92
22176,note_on,,2,0,9,,,,,,,11,,,78,75
22270,note_on,,94,0,6,,,,,,,5,,,38,0
22270,note_on,,94,0,7,,,,,,,6,,,69,0
22270,note_on,,94,0,5,,,,,,,4,,,50,0
22270,note_on,,94,0,3,,,,,,,2,,,78,0
22270,note_on,,94,0,9,,,,,,,11,,,78,0
22270,note_on,,94,0,10,,,,,,,12,,,50,0
22270,note_on,,94,0,4,,,,,,,3,,,74,0
22270,note_on,,94,0,8,,,,,,,10,,,81,0
22270,note_on,,94,0,2,,,,,,,1,,,81,0
22272,note_on,,2,0,10,,,,,,,12,,,50,75
22272,note_on,,2,0,9,,,,,,,11,,,78,75
22272,note_on,,2,0,8,,,,,,,10,,,81,75
22272,note_on,,2,0,3,,,,,,,2,,,78,92
22272,note_on,,2,0,2,,,,,,,1,,,81,92
22272,note_on,,2,0,5,,,,,,,4,,,50,75
22272,note_on,,2,0,7,,,,,,,6,,,74,108
22272,note_on,,2,0,4,,,,,,,3,,,74,75
22272,note_on,,98,0,1,,,,,,,0,,,57,108
22272,note_on,,2,0,6,,,,,,,5,,,38,60
22366,note_on,,94,0,5,,,,,,,4,,,50,0
22366,note_on,,94,0,1,,,,,,,0,,,57,0
22366,note_on,,94,0,2,,,,,,,1,,,81,0
22366,note_on,,94,0,3,,,,,,,2,,,78,0
22366,note_on,,94,0,7,,,,,,,6,,,74,0
22366,note_on,,94,0,9,,,,,,,11,,,78,0
22366,note_on,,94,0,10,,,,,,,12,,,50,0
22366,note_on,,94,0,4,,,,,,,3,,,74,0
22366,note_on,,94,0,6,,,,,,,5,,,38,0
22366,note_on,,94,0,8,,,,,,,10,,,81,0
22368,note_on,,2,0,3,,,,,,,2,,,74,92
22368,note_on,,2,0,6,,,,,,,5,,,38,60
22368,note_on,,2,0,4,,,,,,,3,,,69,75
22368,note_on,,2,0,2,,,,,,,1,,,78,92
22368,note_on,,2,0,7,,,,,,,6,,,74,108
22368,note_on,,2,0,1,,,,,,,0,,,62,108
22368,note_on,,2,0,5,,,,,,,4,,,50,75
22368,note_on,,2,0,10,,,,,,,12,,,50,75
22368,note_on,,2,0,9,,,,,,,11,,,74,75
22368,note_on,,2,0,8,,,,,,,10,,,78,75
22414,note_on,,46,0,7,,,,,,,6,,,74,0
22416,note_on,,2,0,7,,,,,,,6,,,76,108
22462,note_on,,94,0,3,,,,,,,2,,,74,0
22462,note_on,,94,0,4,,,,,,,3,,,69,0
22462,note_on,,94,0,2,,,,,,,1,,,78,0
22462,note_on,,46,0,7,,,,,,,6,,,76,0
22462,note_on,,94,0,8,,,,,,,10,,,78,0
22462,note_on,,94,0,10,,,,,,,12,,,50,0
22462,note_on,,94,0,5,,,,,,,4,,,50,0
22462,note_on,,94,0,9,,,,,,,11,,,74,0
22462,note_on,,94,0,6,,,,,,,5,,,38,0
22464,note_on,,2,0,2,,,,,,,1,,,78,92
22464,note_on,,2,0,10,,,,,,,12,,,50,75
22464,note_on,,2,0,4,,,,,,,3,,,69,75
22464,note_on,,2,0,7,,,,,,,6,,,74,108
22464,note_on,,2,0,9,,,,,,,11,,,74,75
22464,note_on,,2,0,5,,,,,,,4,,,50,75
22464,note_on,,2,0,8,,,,,,,10,,,78,75
22464,note_on,,2,0,6,,,,,,,5,,,38,60
22464,note_on,,2,0,3,,,,,,,2,,,74,92
22510,note_on,,46,0,7,,,,,,,6,,,74,0
22510,note_on,,142,0,1,,,,,,,0,,,62,0
22512,note_on,,2,0,7,,,,,,,6,,,76,108
22512,note_on,,2,0,1,,,,,,,0,,,57,108
22558,note_on,,94,0,2,,,,,,,1,,,78,0
22558,note_on,,94,0,8,,,,,,,10,,,78,0
22558,note_on,,94,0,3,,,,,,,2,,,74,0
22558,note_on,,94,0,6,,,,,,,5,,,38,0
22558,note_on,,46,0,7,,,,,,,6,,,76,0
22558,note_on,,46,0,1,,,,,,,0,,,57,0
22558,note_on,,94,0,4,,,,,,,3,,,69,0
22558,note_on,,94,0,9,,,,,,,11,,,74,0
22558,note_on,,94,0,10,,,,,,,12,,,50,0
22558,note_on,,94,0,5,,,,,,,4,,,50,0
22560,note_on,,2,0,2,,,,,,,1,,,78,92
22560,note_on,,2,0,8,,,,,,,10,,,78,75
22560,note_on,,2,0,4,,,,,,,3,,,69,75
22560,note_on,,2,0,1,,,,,,,0,,,57,108
22560,note_on,,2,0,5,,,,,,,4,,,50,75
22560,note_on,,2,0,3,,,,,,,2,,,74,92
22560,note_on,,2,0,9,,,,,,,11,,,74,75
22560,note_on,,2,0,10,,,,,,,12,,,50,75
22560,note_on,,2,0,6,,,,,,,5,,,38,60
22560,note_on,,2,0,7,,,,,,,6,,,74,108
22606,note_on,,46,0,7,,,,,,,6,,,74,0
22608,note_on,,2,0,7,,,,,,,6,,,76,108
22654,note_on,,94,0,3,,,,,,,2,,,74,0
22654,note_on,,94,0,10,,,,,,,12,,,50,0
22654,note_on,,94,0,4,,,,,,,3,,,69,0
