tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,pitch,note,velocity
9780,note_on,,,,,0,0,2,,,,,1,,,,48,100
9780,note_on,,,,,60,0,2,,,,,1,,,,60,0
9810,note_on,,,,,0,0,1,,,,,0,,,,67,100
9810,note_on,,,,,30,0,1,,,,,0,,,,69,0
9840,note_on,,,,,60,0,2,,,,,1,,,,48,0
9840,note_on,,,,,30,0,1,,,,,0,,,,67,0
9840,note_on,,,,,0,0,1,,,,,0,,,,66,100
9840,note_on,,,,,0,0,2,,,,,1,,,,50,100
9855,note_on,,,,,15,0,1,,,,,0,,,,66,0
9855,note_on,,,,,0,0,1,,,,,0,,,,67,100
9870,note_on,,,,,15,0,1,,,,,0,,,,67,0
9870,note_on,,,,,0,0,1,,,,,0,,,,66,100
9885,note_on,,,,,15,0,1,,,,,0,,,,66,0
9885,note_on,,,,,0,0,1,,,,,0,,,,67,100
9900,note_on,,,,,15,0,1,,,,,0,,,,67,0
9900,note_on,,,,,0,0,1,,,,,0,,,,66,100
9900,note_on,,,,,60,0,2,,,,,1,,,,50,0
9900,note_on,,,,,0,0,2,,,,,1,,,,45,100
9915,note_on,,,,,15,0,1,,,,,0,,,,66,0
9915,note_on,,,,,0,0,1,,,,,0,,,,67,100
9930,note_on,,,,,0,0,1,,,,,0,,,,66,100
9930,note_on,,,,,15,0,1,,,,,0,,,,67,0
9945,note_on,,,,,15,0,1,,,,,0,,,,66,0
9945,note_on,,,,,0,0,1,,,,,0,,,,67,100
9960,note_on,,,,,60,0,2,,,,,1,,,,45,0
9960,note_on,,,,,0,0,1,,,,,0,,,,66,100
9960,note_on,,,,,15,0,1,,,,,0,,,,67,0
9960,note_on,,,,,0,0,2,,,,,1,,,,38,100
9975,note_on,,,,,0,0,1,,,,,0,,,,67,100
9975,note_on,,,,,15,0,1,,,,,0,,,,66,0
9990,note_on,,,,,15,0,1,,,,,0,,,,67,0
9993,note_on,,,,,3,0,1,,,,,0,,,,69,110
10020,note_on,,,,,27,0,1,,,,,0,,,,71,100
10020,note_on,,,,,60,0,2,,,,,1,,,,38,0
10020,note_on,,,,,0,0,2,,,,,1,,,,50,100
10023,note_on,,,,,3,0,1,,,,,0,,,,69,0
10050,note_on,,,,,0,0,1,,,,,0,,,,72,100
10050,note_on,,,,,27,0,1,,,,,0,,,,71,0
10080,note_on,,,,,30,0,1,,,,,0,,,,72,0
10080,note_on,,,,,0,0,2,,,,,1,,,,59,100
10080,note_on,,,,,60,0,2,,,,,1,,,,50,0
10110,note_on,,,,,30,0,1,,,,,0,,,,74,100
10140,note_on,,,,,60,0,2,,,,,1,,,,59,0
10140,note_on,,,,,0,0,2,,,,,1,,,,55,100
10170,note_on,,,,,0,0,1,,,,,0,,,,71,100
10170,note_on,,,,,60,0,1,,,,,0,,,,74,0
10200,note_on,,,,,60,0,2,,,,,1,,,,55,0
10200,note_on,,,,,0,0,2,,,,,1,,,,57,100
10230,note_on,,,,,60,0,1,,,,,0,,,,71,0
10230,note_on,,,,,0,0,1,,,,,0,,,,72,100
10260,note_on,,,,,60,0,2,,,,,1,,,,57,0
10260,note_on,,,,,0,0,2,,,,,1,,,,54,100
10290,note_on,,,,,0,0,1,,,,,0,,,,69,100
10290,note_on,,,,,60,0,1,,,,,0,,,,72,0
10320,note_on,,,,,60,0,2,,,,,1,,,,54,0
10320,note_on,,,,,0,0,2,,,,,1,,,,55,100
10350,note_on,,,,,60,0,1,,,,,0,,,,69,0
10350,note_on,,,,,0,0,1,,,,,0,,,,71,100
10380,note_on,,,,,60,0,2,,,,,1,,,,55,0
10380,note_on,,,,,0,0,2,,,,,1,,,,52,100
10410,note_on,,,,,0,0,1,,,,,0,,,,67,100
10410,note_on,,,,,60,0,1,,,,,0,,,,71,0
10440,note_on,,,,,60,0,2,,,,,1,,,,52,0
10440,note_on,,,,,0,0,2,,,,,1,,,,54,100
10470,note_on,,,,,0,0,1,,,,,0,,,,69,100
10470,note_on,,,,,60,0,1,,,,,0,,,,67,0
10500,note_on,,,,,60,0,2,,,,,1,,,,54,0
10500,note_on,,,,,0,0,2,,,,,1,,,,50,100
10530,note_on,,,,,60,0,1,,,,,0,,,,69,0
10530,note_on,,,,,0,0,1,,,,,0,,,,66,100
10560,note_on,,,,,60,0,2,,,,,1,,,,50,0
10560,note_on,,,,,0,0,1,,,,,0,,,,67,100
10560,note_on,,,,,0,0,2,,,,,1,,,,52,100
10560,note_on,,,,,30,0,1,,,,,0,,,,66,0
10590,note_on,,,,,30,0,1,,,,,0,,,,67,0
10590,note_on,,,,,0,0,1,,,,,0,,,,69,100
10620,note_on,,,,,0,0,2,,,,,1,,,,48,100
10620,note_on,,,,,60,0,2,,,,,1,,,,52,0
10620,note_on,,,,,0,0,1,,,,,0,,,,67,100
10620,note_on,,,,,30,0,1,,,,,0,,,,69,0
10650,note_on,,,,,0,0,1,,,,,0,,,,69,100
10650,note_on,,,,,30,0,1,,,,,0,,,,67,0
10680,note_on,,,,,30,0,1,,,,,0,,,,69,0
10680,note_on,,,,,60,0,2,,,,,1,,,,48,0
10680,note_on,,,,,0,0,2,,,,,1,,,,50,100
10680,note_on,,,,,0,0,1,,,,,0,,,,67,100
10695,note_on,,,,,15,0,1,,,,,0,,,,67,0
10695,note_on,,,,,0,0,1,,,,,0,,,,69,100
10710,note_on,,,,,0,0,1,,,,,0,,,,67,100
10710,note_on,,,,,15,0,1,,,,,0,,,,69,0
10725,note_on,,,,,15,0,1,,,,,0,,,,67,0
10725,note_on,,,,,0,0,1,,,,,0,,,,69,100
10740,note_on,,,,,0,0,1,,,,,0,,,,67,100
10740,note_on,,,,,60,0,2,,,,,1,,,,50,0
10740,note_on,,,,,0,0,2,,,,,1,,,,38,100
10740,note_on,,,,,15,0,1,,,,,0,,,,69,0
10755,note_on,,,,,15,0,1,,,,,0,,,,67,0
10755,note_on,,,,,0,0,1,,,,,0,,,,69,100
10770,note_on,,,,,15,0,1,,,,,0,,,,69,0
10770,note_on,,,,,0,0,1,,,,,0,,,,67,100
10785,note_on,,,,,0,0,1,,,,,0,,,,69,100
10785,note_on,,,,,15,0,1,,,,,0,,,,67,0
10800,note_on,,,,,60,0,2,,,,,1,,,,38,0
10800,note_on,,,,,15,0,1,,,,,0,,,,69,0
10800,note_on,,,,,0,0,2,,,,,1,,,,55,100
10800,note_on,,,,,0,0,1,,,,,0,,,,67,100
10830,note_on,,,,,0,0,1,,,,,0,,,,71,100
10830,note_on,,,,,30,0,1,,,,,0,,,,67,0
10860,note_on,,,,,0,0,2,,,,,1,,,,50,100
10860,note_on,,,,,60,0,2,,,,,1,,,,55,0
10860,note_on,,,,,0,0,1,,,,,0,,,,74,100
10860,note_on,,,,,30,0,1,,,,,0,,,,71,0
10890,note_on,,,,,0,0,1,,,,,0,,,,71,100
10890,note_on,,,,,30,0,1,,,,,0,,,,74,0
10920,note_on,,,,,60,0,2,,,,,1,,,,50,0
10920,note_on,,,,,0,0,1,,,,,0,,,,67,100
10920,note_on,,,,,0,0,2,,,,,1,,,,43,100
10920,note_on,,,,,30,0,1,,,,,0,,,,71,0
10950,note_on,,,,,0,0,1,,,,,0,,,,62,100
10950,note_on,,,,,30,0,1,,,,,0,,,,67,0
10980,note_on,,,,,0,0,1,,,,,0,,,,59,100
10980,note_on,,,,,30,0,1,,,,,0,,,,62,0
10980,note_on,,,,,0,0,2,,,,,1,,,,55,100
10980,note_on,,,,,60,0,2,,,,,1,,,,43,0
11010,note_on,,,,,30,0,1,,,,,0,,,,59,0
11010,note_on,,,,,30,0,2,,,,,1,,,,55,0
11010,note_on,,,,,0,0,1,,,,,0,,,,62,100
11040,note_on,,,,,0,0,1,,,,,0,,,,62,100
11040,note_on,,,,,0,0,1,,,,,0,,,,67,100
11040,note_on,,,,,0,0,1,,,,,0,,,,59,100
11040,note_on,,,,,30,0,1,,,,,0,,,,62,0
11040,note_on,,,,,30,0,2,,,,,1,,,,55,100
11160,note_on,,,,,120,0,2,,,,,1,,,,50,100
11280,note_on,,,,,120,0,2,,,,,1,,,,50,0
11280,note_on,,,,,0,0,2,,,,,1,,,,43,100
11400,note_on,,,,,0,0,1,,,,,0,,,,62,0
11400,note_on,,,,,0,0,2,,,,,1,,,,55,0
11400,note_on,,,,,120,0,2,,,,,1,,,,43,0
11400,note_on,,,,,0,0,1,,,,,0,,,,59,0
11400,note_on,,,,,360,0,1,,,,,0,,,,67,0
11460,note_on,,,,,60,0,1,,,,,0,,,,69,100
11520,note_on,,,,,120,0,2,,,,,1,,,,50,100
11520,note_on,,,,,0,0,1,,,,,0,,,,69,100
11520,note_on,,,,,0,0,1,,,,,0,,,,66,100
11520,note_on,,,,,0,0,1,,,,,0,,,,62,100
11520,note_on,,,,,60,0,1,,,,,0,,,,69,0
11580,note_on,,,,,60,0,2,,,,,1,,,,50,0
11580,note_on,,,,,0,0,2,,,,,1,,,,45,100
11640,note_on,,,,,60,0,2,,,,,1,,,,45,0
11640,note_on,,,,,0,0,2,,,,,1,,,,38,100
11640,note_on,,,,,0,0,1,,,,,0,,,,62,0
11640,note_on,,,,,120,0,1,,,,,0,,,,69,0
11640,note_on,,,,,0,0,1,,,,,0,,,,66,0
11685,note_on,,,,,45,0,1,,,,,0,,,,69,100
11700,note_on,,,,,0,0,2,,,,,1,,,,50,100
11700,note_on,,,,,0,0,1,,,,,0,,,,71,100
11700,note_on,,,,,60,0,2,,,,,1,,,,38,0
11700,note_on,,,,,15,0,1,,,,,0,,,,69,0
11745,note_on,,,,,0,0,1,,,,,0,,,,72,100
11745,note_on,,,,,45,0,1,,,,,0,,,,71,0
11760,note_on,,,,,0,0,2,,,,,1,,,,55,100
11760,note_on,,,,,0,0,1,,,,,0,,,,71,100
11760,note_on,,,,,15,0,1,,,,,0,,,,72,0
11760,note_on,,,,,60,0,2,,,,,1,,,,50,0
11775,note_on,,,,,0,0,1,,,,,0,,,,72,100
11775,note_on,,,,,15,0,1,,,,,0,,,,71,0
11790,note_on,,,,,0,0,1,,,,,0,,,,71,100
11790,note_on,,,,,15,0,1,,,,,0,,,,72,0
11805,note_on,,,,,0,0,1,,,,,0,,,,72,100
11805,note_on,,,,,15,0,1,,,,,0,,,,71,0
11820,note_on,,,,,60,0,2,,,,,1,,,,55,0
11820,note_on,,,,,0,0,2,,,,,1,,,,50,100
11820,note_on,,,,,0,0,1,,,,,0,,,,71,100
11820,note_on,,,,,15,0,1,,,,,0,,,,72,0
11835,note_on,,,,,0,0,1,,,,,0,,,,72,100
11835,note_on,,,,,15,0,1,,,,,0,,,,71,0
11850,note_on,,,,,15,0,1,,,,,0,,,,72,0
11850,note_on,,,,,0,0,1,,,,,0,,,,71,100
11865,note_on,,,,,15,0,1,,,,,0,,,,71,0
11865,note_on,,,,,0,0,1,,,,,0,,,,72,100
11880,note_on,,,,,15,0,1,,,,,0,,,,72,0
11880,note_on,,,,,0,0,1,,,,,0,,,,71,100
11880,note_on,,,,,60,0,2,,,,,1,,,,50,0
11880,note_on,,,,,0,0,2,,,,,1,,,,43,100
11895,note_on,,,,,0,0,1,,,,,0,,,,72,100
11895,note_on,,,,,15,0,1,,,,,0,,,,71,0
11910,note_on,,,,,0,0,1,,,,,0,,,,71,100
11910,note_on,,,,,15,0,1,,,,,0,,,,72,0
11940,note_on,,,,,0,0,1,,,,,0,,,,72,100
11940,note_on,,,,,0,0,2,,,,,1,,,,55,100
11940,note_on,,,,,60,0,2,,,,,1,,,,43,0
11940,note_on,,,,,30,0,1,,,,,0,,,,71,0
11985,note_on,,,,,45,0,1,,,,,0,,,,72,0
11985,note_on,,,,,0,0,1,,,,,0,,,,74,100
12000,note_on,,,,,60,0,2,,,,,1,,,,55,0
12000,note_on,,,,,0,0,1,,,,,0,,,,72,100
12000,note_on,,,,,0,0,2,,,,,1,,,,54,100
12000,note_on,,,,,0,0,2,,,,,1,,,,57,100
12000,note_on,,,,,15,0,1,,,,,0,,,,74,0
12060,note_on,,,,,60,0,2,,,,,1,,,,57,0
12060,note_on,,,,,0,0,2,,,,,1,,,,54,0
12060,note_on,,,,,0,0,2,,,,,1,,,,55,100
12060,note_on,,,,,0,0,1,,,,,0,,,,71,100
12060,note_on,,,,,60,0,1,,,,,0,,,,72,0
12120,note_on,,,,,0,0,2,,,,,1,,,,60,100
12120,note_on,,,,,60,0,1,,,,,0,,,,71,0
12120,note_on,,,,,0,0,1,,,,,0,,,,76,100
12120,note_on,,,,,60,0,2,,,,,1,,,,55,0
12165,note_on,,,,,0,0,1,,,,,0,,,,79,100
12165,note_on,,,,,45,0,1,,,,,0,,,,76,0
12180,note_on,,,,,0,0,2,,,,,1,,,,57,100
12180,note_on,,,,,15,0,1,,,,,0,,,,79,0
12180,note_on,,,,,60,0,2,,,,,1,,,,60,0
12180,note_on,,,,,0,0,1,,,,,0,,,,78,100
12225,note_on,,,,,45,0,1,,,,,0,,,,78,0
12225,note_on,,,,,0,0,1,,,,,0,,,,76,100
12240,note_on,,,,,0,0,2,,,,,1,,,,59,100
12240,note_on,,,,,15,0,1,,,,,0,,,,76,0
12240,note_on,,,,,0,0,1,,,,,0,,,,75,100
12240,note_on,,,,,60,0,2,,,,,1,,,,57,0
12255,note_on,,,,,15,0,1,,,,,0,,,,75,0
12255,note_on,,,,,0,0,1,,,,,0,,,,76,100
12270,note_on,,,,,15,0,1,,,,,0,,,,76,0
12270,note_on,,,,,0,0,1,,,,,0,,,,75,100
12285,note_on,,,,,15,0,1,,,,,0,,,,75,0
12285,note_on,,,,,0,0,1,,,,,0,,,,76,100
12300,note_on,,,,,15,0,1,,,,,0,,,,76,0
12300,note_on,,,,,0,0,1,,,,,0,,,,75,100
12300,note_on,,,,,60,0,2,,,,,1,,,,59,0
12300,note_on,,,,,0,0,2,,,,,1,,,,54,100
12315,note_on,,,,,15,0,1,,,,,0,,,,75,0
12315,note_on,,,,,0,0,1,,,,,0,,,,76,100
12330,note_on,,,,,0,0,1,,,,,0,,,,75,100
12330,note_on,,,,,15,0,1,,,,,0,,,,76,0
12345,note_on,,,,,0,0,1,,,,,0,,,,76,100
12345,note_on,,,,,15,0,1,,,,,0,,,,75,0
12360,note_on,,,,,0,0,1,,,,,0,,,,75,100
12360,note_on,,,,,15,0,1,,,,,0,,,,76,0
12360,note_on,,,,,60,0,2,,,,,1,,,,54,0
12360,note_on,,,,,0,0,2,,,,,1,,,,47,100
12375,note_on,,,,,0,0,1,,,,,0,,,,76,100
12375,note_on,,,,,15,0,1,,,,,0,,,,75,0
12390,note_on,,,,,0,0,1,,,,,0,,,,75,100
12390,note_on,,,,,15,0,1,,,,,0,,,,76,0
12420,note_on,,,,,30,0,1,,,,,0,,,,75,0
12420,note_on,,,,,0,0,2,,,,,1,,,,59,100
12420,note_on,,,,,60,0,2,,,,,1,,,,47,0
12422,note_on,,,,,2,0,1,,,,,0,,,,83,110
12480,note_on,,,,,60,0,2,,,,,1,,,,59,0
12480,note_on,,,,,0,0,2,,,,,1,,,,57,100
12480,note_on,,,,,0,0,2,,,,,1,,,,54,100
12480,note_on,,,,,58,0,1,,,,,0,,,,84,110
12482,note_on,,,,,2,0,1,,,,,0,,,,83,0
12510,note_on,,,,,28,0,1,,,,,0,,,,84,0
12510,note_on,,,,,0,0,1,,,,,0,,,,83,106
12540,note_on,,,,,30,0,1,,,,,0,,,,83,0
12540,note_on,,,,,0,0,1,,,,,0,,,,81,104
12570,note_on,,,,,30,0,1,,,,,0,,,,81,0
12570,note_on,,,,,0,0,1,,,,,0,,,,79,100
12600,note_on,,,,,30,0,1,,,,,0,,,,79,0
12600,note_on,,,,,0,0,2,,,,,1,,,,50,100
12600,note_on,,,,,120,0,2,,,,,1,,,,54,0
12600,note_on,,,,,0,0,1,,,,,0,,,,78,100
12630,note_on,,,,,30,0,1,,,,,0,,,,78,0
12630,note_on,,,,,0,0,1,,,,,0,,,,81,100
12660,note_on,,,,,30,0,1,,,,,0,,,,81,0
12660,note_on,,,,,0,0,1,,,,,0,,,,79,100
12690,note_on,,,,,0,0,1,,,,,0,,,,81,100
12690,note_on,,,,,30,0,1,,,,,0,,,,79,0
12720,note_on,,,,,0,0,1,,,,,0,,,,83,100
12720,note_on,,,,,30,0,1,,,,,0,,,,81,0
12720,note_on,,,,,0,0,2,,,,,1,,,,52,100
12720,note_on,,,,,120,0,2,,,,,1,,,,50,0
12720,note_on,,,,,0,0,2,,,,,1,,,,57,0
12720,note_on,,,,,0,0,2,,,,,1,,,,55,100
12750,note_on,,,,,30,0,1,,,,,0,,,,83,0
12750,note_on,,,,,0,0,1,,,,,0,,,,81,100
12780,note_on,,,,,0,0,1,,,,,0,,,,79,100
12780,note_on,,,,,30,0,1,,,,,0,,,,81,0
12810,note_on,,,,,0,0,1,,,,,0,,,,78,100
12810,note_on,,,,,30,0,1,,,,,0,,,,79,0
12840,note_on,,,,,0,0,1,,,,,0,,,,76,100
12840,note_on,,,,,120,0,2,,,,,1,,,,52,0
12840,note_on,,,,,0,0,2,,,,,1,,,,48,100
12840,note_on,,,,,30,0,1,,,,,0,,,,78,0
12870,note_on,,,,,30,0,1,,,,,0,,,,76,0
12870,note_on,,,,,0,0,1,,,,,0,,,,79,100
12900,note_on,,,,,0,0,1,,,,,0,,,,78,100
12900,note_on,,,,,30,0,1,,,,,0,,,,79,0
12930,note_on,,,,,30,0,1,,,,,0,,,,78,0
12930,note_on,,,,,0,0,1,,,,,0,,,,79,100
12960,note_on,,,,,30,0,1,,,,,0,,,,79,0
12960,note_on,,,,,0,0,2,,,,,1,,,,55,0
12960,note_on,,,,,120,0,2,,,,,1,,,,48,0
12960,note_on,,,,,0,0,1,,,,,0,,,,81,100
12960,note_on,,,,,0,0,2,,,,,1,,,,60,100
12990,note_on,,,,,0,0,1,,,,,0,,,,79,100
12990,note_on,,,,,30,0,1,,,,,0,,,,81,0
13020,note_on,,,,,0,0,1,,,,,0,,,,78,100
13020,note_on,,,,,0,0,2,,,,,1,,,,57,100
13020,note_on,,,,,60,0,2,,,,,1,,,,60,0
13020,note_on,,,,,30,0,1,,,,,0,,,,79,0
13050,note_on,,,,,30,0,1,,,,,0,,,,78,0
13050,note_on,,,,,0,0,1,,,,,0,,,,76,100
13080,note_on,,,,,0,0,1,,,,,0,,,,75,100
13080,note_on,,,,,30,0,1,,,,,0,,,,76,0
13080,note_on,,,,,0,0,2,,,,,1,,,,59,100
13080,note_on,,,,,60,0,2,,,,,1,,,,57,0
13110,note_on,,,,,30,0,1,,,,,0,,,,75,0
13110,note_on,,,,,0,0,1,,,,,0,,,,76,100
13140,note_on,,,,,0,0,2,,,,,1,,,,47,100
13140,note_on,,,,,60,0,2,,,,,1,,,,59,0
13140,note_on,,,,,30,0,1,,,,,0,,,,76,0
13140,note_on,,,,,0,0,1,,,,,0,,,,78,100
13170,note_on,,,,,30,0,1,,,,,0,,,,78,0
13170,note_on,,,,,0,0,1,,,,,0,,,,75,100
13200,note_on,,,,,0,0,1,,,,,0,,,,76,100
13200,note_on,,,,,0,0,2,,,,,1,,,,52,100
13200,note_on,,,,,60,0,2,,,,,1,,,,47,0
13200,note_on,,,,,30,0,1,,,,,0,,,,75,0
13215,note_on,,,,,15,0,1,,,,,0,,,,76,0
13215,note_on,,,,,0,0,1,,,,,0,,,,78,100
13230,note_on,,,,,15,0,1,,,,,0,,,,78,0
13230,note_on,,,,,0,0,1,,,,,0,,,,76,100
13245,note_on,,,,,15,0,1,,,,,0,,,,76,0
13245,note_on,,,,,0,0,1,,,,,0,,,,78,100
13260,note_on,,,,,60,0,2,,,,,1,,,,52,0
13260,note_on,,,,,0,0,2,,,,,1,,,,47,100
13260,note_on,,,,,15,0,1,,,,,0,,,,78,0
13260,note_on,,,,,0,0,1,,,,,0,,,,76,100
13275,note_on,,,,,0,0,1,,,,,0,,,,78,100
13275,note_on,,,,,15,0,1,,,,,0,,,,76,0
13290,note_on,,,,,0,0,1,,,,,0,,,,76,100
13290,note_on,,,,,15,0,1,,,,,0,,,,78,0
13305,note_on,,,,,0,0,1,,,,,0,,,,78,100
13305,note_on,,,,,15,0,1,,,,,0,,,,76,0
13320,note_on,,,,,15,0,1,,,,,0,,,,78,0
13320,note_on,,,,,0,0,1,,,,,0,,,,76,100
13320,note_on,,,,,0,0,2,,,,,1,,,,40,100
13320,note_on,,,,,60,0,2,,,,,1,,,,47,0
13335,note_on,,,,,15,0,1,,,,,0,,,,76,0
13335,note_on,,,,,0,0,1,,,,,0,,,,78,100
13345,note_on,,,,,10,0,1,,,,,0,,,,78,0
13350,note_on,,,,,5,0,1,,,,,0,,,,67,100
13380,note_on,,,,,0,0,2,,,,,1,,,,52,100
13380,note_on,,,,,30,0,1,,,,,0,,,,67,0
13380,note_on,,,,,0,0,1,,,,,0,,,,69,100
13380,note_on,,,,,60,0,2,,,,,1,,,,40,0
13425,note_on,,,,,0,0,1,,,,,0,,,,71,100
13425,note_on,,,,,45,0,1,,,,,0,,,,69,0
13440,note_on,,,,,60,0,2,,,,,1,,,,52,0
13440,note_on,,,,,0,0,2,,,,,1,,,,54,100
13440,note_on,,,,,0,0,2,,,,,1,,,,50,100
13440,note_on,,,,,15,0,1,,,,,0,,,,71,0
13440,note_on,,,,,0,0,1,,,,,0,,,,72,100
13500,note_on,,,,,60,0,1,,,,,0,,,,72,0
13500,note_on,,,,,0,0,1,,,,,0,,,,69,100
13560,note_on,,,,,0,0,2,,,,,1,,,,57,100
13560,note_on,,,,,120,0,2,,,,,1,,,,54,0
13560,note_on,,,,,60,0,1,,,,,0,,,,69,0
13560,note_on,,,,,0,0,1,,,,,0,,,,66,100
13590,note_on,,,,,30,0,1,,,,,0,,,,66,0
13590,note_on,,,,,0,0,1,,,,,0,,,,74,100
13620,note_on,,,,,30,0,1,,,,,0,,,,74,0
13620,note_on,,,,,0,0,1,,,,,0,,,,72,100
13650,note_on,,,,,30,0,1,,,,,0,,,,72,0
13650,note_on,,,,,0,0,1,,,,,0,,,,74,100
13680,note_on,,,,,30,0,1,,,,,0,,,,74,0
13680,note_on,,,,,0,0,1,,,,,0,,,,71,100
13680,note_on,,,,,120,0,2,,,,,1,,,,57,0
13680,note_on,,,,,0,0,2,,,,,1,,,,50,0
13680,note_on,,,,,0,0,2,,,,,1,,,,55,100
13695,note_on,,,,,15,0,1,,,,,0,,,,71,0
13695,note_on,,,,,0,0,1,,,,,0,,,,72,100
13710,note_on,,,,,15,0,1,,,,,0,,,,72,0
13710,note_on,,,,,0,0,1,,,,,0,,,,71,100
13725,note_on,,,,,15,0,1,,,,,0,,,,71,0
13725,note_on,,,,,0,0,1,,,,,0,,,,72,100
13740,note_on,,,,,15,0,1,,,,,0,,,,72,0
13740,note_on,,,,,0,0,1,,,,,0,,,,71,100
13740,note_on,,,,,0,0,2,,,,,1,,,,50,100
13740,note_on,,,,,60,0,2,,,,,1,,,,55,0
13755,note_on,,,,,0,0,1,,,,,0,,,,72,100
13755,note_on,,,,,15,0,1,,,,,0,,,,71,0
13770,note_on,,,,,15,0,1,,,,,0,,,,72,0
13770,note_on,,,,,0,0,1,,,,,0,,,,71,100
13785,note_on,,,,,15,0,1,,,,,0,,,,71,0
13785,note_on,,,,,0,0,1,,,,,0,,,,72,100
13800,note_on,,,,,0,0,2,,,,,1,,,,43,100
13800,note_on,,,,,60,0,2,,,,,1,,,,50,0
13800,note_on,,,,,15,0,1,,,,,0,,,,72,0
13800,note_on,,,,,0,0,1,,,,,0,,,,71,100
13815,note_on,,,,,15,0,1,,,,,0,,,,71,0
13815,note_on,,,,,0,0,1,,,,,0,,,,72,100
13825,note_on,,,,,10,0,1,,,,,0,,,,72,0
13830,note_on,,,,,5,0,1,,,,,0,,,,71,100
13860,note_on,,,,,30,0,1,,,,,0,,,,71,0
13860,note_on,,,,,60,0,2,,,,,1,,,,43,0
13860,note_on,,,,,0,0,2,,,,,1,,,,55,100
13862,note_on,,,,,2,0,1,,,,,0,,,,72,110
13905,note_on,,,,,43,0,1,,,,,0,,,,74,100
13907,note_on,,,,,2,0,1,,,,,0,,,,72,0
13920,note_on,,,,,13,0,1,,,,,0,,,,74,0
13920,note_on,,,,,0,0,1,,,,,0,,,,76,100
13920,note_on,,,,,0,0,2,,,,,1,,,,48,100
13920,note_on,,,,,60,0,2,,,,,1,,,,55,0
13950,note_on,,,,,30,0,1,,,,,0,,,,76,0
13950,note_on,,,,,0,0,1,,,,,0,,,,74,100
13980,note_on,,,,,30,0,1,,,,,0,,,,74,0
13980,note_on,,,,,0,0,1,,,,,0,,,,72,100
13980,note_on,,,,,0,0,2,,,,,1,,,,55,100
13980,note_on,,,,,60,0,2,,,,,1,,,,48,0
14010,note_on,,,,,30,0,1,,,,,0,,,,72,0
14010,note_on,,,,,0,0,1,,,,,0,,,,71,100
14040,note_on,,,,,0,0,2,,,,,1,,,,60,100
14040,note_on,,,,,60,0,2,,,,,1,,,,55,0
14040,note_on,,,,,0,0,1,,,,,0,,,,72,100
14040,note_on,,,,,30,0,1,,,,,0,,,,71,0
14070,note_on,,,,,0,0,1,,,,,0,,,,64,100
14070,note_on,,,,,30,0,1,,,,,0,,,,72,0
14100,note_on,,,,,60,0,2,,,,,1,,,,60,0
14100,note_on,,,,,0,0,1,,,,,0,,,,69,100
14100,note_on,,,,,0,0,2,,,,,1,,,,48,100
14100,note_on,,,,,30,0,1,,,,,0,,,,64,0
14130,note_on,,,,,30,0,1,,,,,0,,,,69,0
14130,note_on,,,,,0,0,1,,,,,0,,,,67,100
14160,note_on,,,,,60,0,2,,,,,1,,,,48,0
14160,note_on,,,,,30,0,1,,,,,0,,,,67,0
14160,note_on,,,,,0,0,1,,,,,0,,,,66,100
14160,note_on,,,,,0,0,2,,,,,1,,,,50,100
14175,note_on,,,,,15,0,1,,,,,0,,,,66,0
14175,note_on,,,,,0,0,1,,,,,0,,,,67,100
14190,note_on,,,,,0,0,1,,,,,0,,,,66,100
14190,note_on,,,,,15,0,1,,,,,0,,,,67,0
14205,note_on,,,,,15,0,1,,,,,0,,,,66,0
14205,note_on,,,,,0,0,1,,,,,0,,,,67,100
14220,note_on,,,,,0,0,1,,,,,0,,,,66,100
14220,note_on,,,,,15,0,1,,,,,0,,,,67,0
14220,note_on,,,,,0,0,2,,,,,1,,,,45,100
14220,note_on,,,,,60,0,2,,,,,1,,,,50,0
14235,note_on,,,,,15,0,1,,,,,0,,,,66,0
14235,note_on,,,,,0,0,1,,,,,0,,,,67,100
14250,note_on,,,,,0,0,1,,,,,0,,,,66,100
14250,note_on,,,,,15,0,1,,,,,0,,,,67,0
14265,note_on,,,,,0,0,1,,,,,0,,,,67,100
14265,note_on,,,,,15,0,1,,,,,0,,,,66,0
14280,note_on,,,,,0,0,1,,,,,0,,,,66,100
14280,note_on,,,,,15,0,1,,,,,0,,,,67,0
14280,note_on,,,,,60,0,2,,,,,1,,,,45,0
14280,note_on,,,,,0,0,2,,,,,1,,,,38,100
14295,note_on,,,,,15,0,1,,,,,0,,,,66,0
14295,note_on,,,,,0,0,1,,,,,0,,,,67,100
14305,note_on,,,,,10,0,1,,,,,0,,,,67,0
14312,note_on,,,,,7,0,1,,,,,0,,,,69,110
14340,note_on,,,,,0,0,2,,,,,1,,,,50,100
14340,note_on,,,,,28,0,1,,,,,0,,,,71,100
14340,note_on,,,,,60,0,2,,,,,1,,,,38,0
14342,note_on,,,,,2,0,1,,,,,0,,,,69,0
14370,note_on,,,,,0,0,1,,,,,0,,,,72,100
14370,note_on,,,,,28,0,1,,,,,0,,,,71,0
14400,note_on,,,,,30,0,1,,,,,0,,,,72,0
14400,note_on,,,,,60,0,2,,,,,1,,,,50,0
14400,note_on,,,,,0,0,2,,,,,1,,,,59,100
14430,note_on,,,,,30,0,1,,,,,0,,,,74,100
