tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,control,value,channel,program,note,velocity
67102,note_on,94,0,5,,,,,,,,,,4,,69,0
67102,note_on,94,0,3,,,,,,,,,,2,,77,0
67104,note_on,2,0,5,,,,,,,,,,4,,64,60
67104,note_on,2,0,7,,,,,,,,,,7,,48,75
67104,note_on,2,0,4,,,,,,,,,,5,,79,127
67104,note_on,2,0,6,,,,,,,,,,6,,48,75
67104,note_on,2,0,3,,,,,,,,,,2,,79,127
67198,note_on,94,0,6,,,,,,,,,,6,,48,0
67198,note_on,94,0,4,,,,,,,,,,5,,79,0
67198,note_on,94,0,5,,,,,,,,,,4,,64,0
67198,note_on,94,0,7,,,,,,,,,,7,,48,0
67198,note_on,94,0,3,,,,,,,,,,2,,79,0
67200,note_on,2,0,3,,,,,,,,,,2,,81,127
67200,note_on,2,0,4,,,,,,,,,,5,,81,127
67200,note_on,2,0,6,,,,,,,,,,6,,41,75
67200,note_on,2,0,7,,,,,,,,,,7,,41,75
67200,note_on,2,0,5,,,,,,,,,,4,,60,60
67294,note_on,94,0,4,,,,,,,,,,5,,81,0
67294,note_on,94,0,6,,,,,,,,,,6,,41,0
67294,note_on,94,0,7,,,,,,,,,,7,,41,0
67294,note_on,94,0,5,,,,,,,,,,4,,60,0
67294,note_on,94,0,3,,,,,,,,,,2,,81,0
67296,note_on,2,0,7,,,,,,,,,,7,,57,75
67296,note_on,2,0,4,,,,,,,,,,5,,77,127
67296,note_on,2,0,5,,,,,,,,,,4,,72,60
67296,note_on,2,0,6,,,,,,,,,,6,,57,75
67296,note_on,2,0,3,,,,,,,,,,2,,77,127
67342,note_on,46,0,5,,,,,,,,,,4,,72,0
67342,note_on,46,0,7,,,,,,,,,,7,,57,0
67342,note_on,46,0,6,,,,,,,,,,6,,57,0
67344,note_on,2,0,7,,,,,,,,,,7,,55,75
67344,note_on,2,0,6,,,,,,,,,,6,,55,75
67344,note_on,2,0,5,,,,,,,,,,4,,70,60
67390,note_on,94,0,4,,,,,,,,,,5,,77,0
67390,note_on,46,0,7,,,,,,,,,,7,,55,0
67390,note_on,94,0,3,,,,,,,,,,2,,77,0
67390,note_on,46,0,5,,,,,,,,,,4,,70,0
67390,note_on,46,0,6,,,,,,,,,,6,,55,0
67392,note_on,2,0,5,,,,,,,,,,4,,69,60
67392,note_on,2,0,6,,,,,,,,,,6,,53,75
67392,note_on,2,0,7,,,,,,,,,,7,,53,75
67486,note_on,94,0,6,,,,,,,,,,6,,53,0
67486,note_on,94,0,7,,,,,,,,,,7,,53,0
67486,note_on,94,0,5,,,,,,,,,,4,,69,0
67488,note_on,2,0,7,,,,,,,,,,7,,46,75
67488,note_on,98,0,3,,,,,,,,,,2,,74,127
67488,note_on,2,0,5,,,,,,,,,,4,,58,60
67488,note_on,98,0,4,,,,,,,,,,5,,74,127
67488,note_on,2,0,6,,,,,,,,,,6,,46,75
67582,note_on,94,0,3,,,,,,,,,,2,,74,0
67582,note_on,94,0,7,,,,,,,,,,7,,46,0
67582,note_on,94,0,5,,,,,,,,,,4,,58,0
67582,note_on,94,0,6,,,,,,,,,,6,,46,0
67582,note_on,94,0,4,,,,,,,,,,5,,74,0
67584,note_on,2,0,6,,,,,,,,,,6,,45,75
67584,note_on,2,0,7,,,,,,,,,,7,,45,75
67584,note_on,2,0,4,,,,,,,,,,5,,57,127
67584,note_on,2,0,3,,,,,,,,,,2,,57,127
67584,note_on,2,0,5,,,,,,,,,,4,,57,60
67678,note_on,94,0,4,,,,,,,,,,5,,57,0
67678,note_on,94,0,3,,,,,,,,,,2,,57,0
67680,note_on,2,0,4,,,,,,,,,,5,,74,127
67680,note_on,2,0,3,,,,,,,,,,2,,74,127
67744,note_on,160,0,7,,,,,,,,,,7,,45,0
67744,note_on,160,0,5,,,,,,,,,,4,,57,0
67744,note_on,160,0,6,,,,,,,,,,6,,45,0
67774,note_on,94,0,3,,,,,,,,,,2,,74,0
67774,note_on,94,0,4,,,,,,,,,,5,,74,0
67776,note_on,2,0,3,,,,,,,,,,2,,73,127
67776,note_on,2,0,4,,,,,,,,,,5,,73,127
67870,note_on,94,0,4,,,,,,,,,,5,,73,0
67870,note_on,94,0,3,,,,,,,,,,2,,73,0
67872,note_on,128,0,6,,,,,,,,,,6,,45,75
67872,note_on,2,0,4,,,,,,,,,,5,,57,127
67872,note_on,128,0,5,,,,,,,,,,4,,57,60
67872,note_on,2,0,3,,,,,,,,,,2,,57,127
67872,note_on,128,0,7,,,,,,,,,,7,,45,75
67966,note_on,94,0,5,,,,,,,,,,4,,57,0
67966,note_on,94,0,6,,,,,,,,,,6,,45,0
67966,note_on,94,0,4,,,,,,,,,,5,,57,0
67966,note_on,94,0,3,,,,,,,,,,2,,57,0
67966,note_on,94,0,7,,,,,,,,,,7,,45,0
67968,note_on,2,0,6,,,,,,,,,,6,,46,75
67968,note_on,2,0,5,,,,,,,,,,4,,58,60
67968,note_on,2,0,4,,,,,,,,,,5,,58,127
67968,note_on,2,0,7,,,,,,,,,,7,,46,75
67968,note_on,2,0,3,,,,,,,,,,2,,58,127
68062,note_on,94,0,3,,,,,,,,,,2,,58,0
68062,note_on,94,0,4,,,,,,,,,,5,,58,0
68064,note_on,2,0,3,,,,,,,,,,2,,82,127
68064,note_on,2,0,4,,,,,,,,,,5,,82,127
68128,note_on,160,0,7,,,,,,,,,,7,,46,0
68128,note_on,160,0,6,,,,,,,,,,6,,46,0
68128,note_on,160,0,5,,,,,,,,,,4,,58,0
68158,note_on,94,0,4,,,,,,,,,,5,,82,0
68158,note_on,94,0,3,,,,,,,,,,2,,82,0
68160,note_on,2,0,4,,,,,,,,,,5,,79,127
68160,note_on,2,0,3,,,,,,,,,,2,,79,127
68254,note_on,94,0,4,,,,,,,,,,5,,79,0
68254,note_on,94,0,3,,,,,,,,,,2,,79,0
68256,note_on,128,0,7,,,,,,,,,,7,,55,75
68256,note_on,128,0,6,,,,,,,,,,6,,55,75
68256,note_on,2,0,3,,,,,,,,,,2,,73,127
68256,note_on,128,0,5,,,,,,,,,,4,,67,60
68256,note_on,2,0,4,,,,,,,,,,5,,73,127
68350,note_on,94,0,7,,,,,,,,,,7,,55,0
68350,note_on,94,0,6,,,,,,,,,,6,,55,0
68350,note_on,94,0,4,,,,,,,,,,5,,73,0
68350,note_on,94,0,5,,,,,,,,,,4,,67,0
68350,note_on,94,0,3,,,,,,,,,,2,,73,0
68352,note_on,2,0,3,,,,,,,,,,2,,74,127
68352,note_on,2,0,5,,,,,,,,,,4,,65,60
68352,note_on,2,0,6,,,,,,,,,,6,,53,75
68352,note_on,2,0,4,,,,,,,,,,5,,74,127
68352,note_on,2,0,7,,,,,,,,,,7,,53,75
68446,note_on,94,0,4,,,,,,,,,,5,,74,0
68446,note_on,94,0,3,,,,,,,,,,2,,74,0
68448,note_on,2,0,3,,,,,,,,,,2,,67,127
68448,note_on,2,0,4,,,,,,,,,,5,,67,127
68512,note_on,160,0,5,,,,,,,,,,4,,65,0
68512,note_on,160,0,7,,,,,,,,,,7,,53,0
68512,note_on,160,0,6,,,,,,,,,,6,,53,0
68542,note_on,94,0,3,,,,,,,,,,2,,67,0
68542,note_on,94,0,4,,,,,,,,,,5,,67,0
68544,note_on,2,0,4,,,,,,,,,,5,,65,127
68544,note_on,2,0,3,,,,,,,,,,2,,65,127
68638,note_on,94,0,4,,,,,,,,,,5,,65,0
68638,note_on,94,0,3,,,,,,,,,,2,,65,0
68640,note_on,2,0,4,,,,,,,,,,5,,56,127
68640,note_on,128,0,7,,,,,,,,,,7,,44,75
68640,note_on,128,0,6,,,,,,,,,,6,,44,75
68640,note_on,2,0,3,,,,,,,,,,2,,56,127
68640,note_on,128,0,5,,,,,,,,,,4,,56,60
68734,note_on,94,0,6,,,,,,,,,,6,,44,0
68734,note_on,94,0,7,,,,,,,,,,7,,44,0
68734,note_on,94,0,4,,,,,,,,,,5,,56,0
68734,note_on,94,0,3,,,,,,,,,,2,,56,0
68734,note_on,94,0,5,,,,,,,,,,4,,56,0
68736,note_on,2,0,4,,,,,,,,,,5,,57,127
68736,note_on,2,0,5,,,,,,,,,,4,,57,60
68736,note_on,2,0,7,,,,,,,,,,7,,45,75
68736,note_on,2,0,6,,,,,,,,,,6,,45,75
68736,note_on,2,0,3,,,,,,,,,,2,,57,127
68830,note_on,94,0,6,,,,,,,,,,6,,45,0
68830,note_on,94,0,5,,,,,,,,,,4,,57,0
68830,note_on,94,0,3,,,,,,,,,,2,,57,0
68830,note_on,94,0,7,,,,,,,,,,7,,45,0
68830,note_on,94,0,4,,,,,,,,,,5,,57,0
68832,note_on,2,0,4,,,,,,,,,,5,,79,127
68832,note_on,2,0,7,,,,,,,,,,7,,61,75
68832,note_on,2,0,3,,,,,,,,,,2,,79,127
68832,note_on,2,0,5,,,,,,,,,,4,,64,60
68832,note_on,2,0,6,,,,,,,,,,6,,61,75
68926,note_on,94,0,7,,,,,,,,,,7,,61,0
68926,note_on,94,0,3,,,,,,,,,,2,,79,0
68926,note_on,94,0,4,,,,,,,,,,5,,79,0
68926,note_on,94,0,5,,,,,,,,,,4,,64,0
68926,note_on,94,0,6,,,,,,,,,,6,,61,0
68928,note_on,2,0,4,,,,,,,,,,5,,77,127
68928,note_on,2,0,5,,,,,,,,,,4,,65,60
68928,note_on,2,0,6,,,,,,,,,,6,,62,75
68928,note_on,2,0,7,,,,,,,,,,7,,62,75
68928,note_on,2,0,3,,,,,,,,,,2,,77,127
68974,note_on,46,0,4,,,,,,,,,,5,,77,0
68974,note_on,46,0,3,,,,,,,,,,2,,77,0
68976,note_on,2,0,3,,,,,,,,,,2,,79,127
68976,note_on,2,0,4,,,,,,,,,,5,,79,127
68998,note_on,22,0,3,,,,,,,,,,2,,79,0
68998,note_on,22,0,4,,,,,,,,,,5,,79,0
69000,note_on,2,0,3,,,,,,,,,,2,,81,127
69000,note_on,2,0,4,,,,,,,,,,5,,81,127
69022,note_on,94,0,6,,,,,,,,,,6,,62,0
69022,note_on,94,0,7,,,,,,,,,,7,,62,0
69022,note_on,94,0,5,,,,,,,,,,4,,65,0
69022,note_on,22,0,4,,,,,,,,,,5,,81,0
69022,note_on,22,0,3,,,,,,,,,,2,,81,0
69024,note_on,2,0,5,,,,,,,,,,4,,64,60
69024,note_on,2,0,6,,,,,,,,,,6,,57,75
69024,note_on,2,0,7,,,,,,,,,,7,,57,75
69024,note_on,2,0,3,,,,,,,,,,2,,73,127
69024,note_on,2,0,4,,,,,,,,,,5,,73,127
69118,note_on,94,0,5,,,,,,,,,,4,,64,0
69118,note_on,94,0,7,,,,,,,,,,7,,57,0
69118,note_on,94,0,3,,,,,,,,,,2,,73,0
69118,note_on,94,0,4,,,,,,,,,,5,,73,0
69118,note_on,94,0,6,,,,,,,,,,6,,57,0
69120,note_on,2,0,7,,,,,,,,,,7,,53,75
69120,note_on,2,0,6,,,,,,,,,,6,,53,75
69120,note_on,2,0,3,,,,,,,,,,2,,74,127
69120,note_on,2,0,5,,,,,,,,,,4,,69,60
69120,note_on,2,0,4,,,,,,,,,,5,,74,127
69214,note_on,94,0,6,,,,,,,,,,6,,53,0
69214,note_on,94,0,3,,,,,,,,,,2,,74,0
69214,note_on,94,0,7,,,,,,,,,,7,,53,0
69214,note_on,94,0,4,,,,,,,,,,5,,74,0
69214,note_on,94,0,5,,,,,,,,,,4,,69,0
69216,note_on,2,0,6,,,,,,,,,,6,,52,75
69216,note_on,2,0,4,,,,,,,,,,5,,79,127
69216,note_on,2,0,7,,,,,,,,,,7,,52,75
69216,note_on,2,0,3,,,,,,,,,,2,,79,127
69216,note_on,2,0,5,,,,,,,,,,4,,61,60
69310,note_on,94,0,5,,,,,,,,,,4,,61,0
69310,note_on,94,0,4,,,,,,,,,,5,,79,0
69310,note_on,94,0,3,,,,,,,,,,2,,79,0
69310,note_on,94,0,6,,,,,,,,,,6,,52,0
69310,note_on,94,0,7,,,,,,,,,,7,,52,0
69312,note_on,2,0,5,,,,,,,,,,4,,57,60
69312,note_on,2,0,7,,,,,,,,,,7,,50,75
69312,note_on,2,0,4,,,,,,,,,,5,,77,127
69312,note_on,2,0,3,,,,,,,,,,2,,77,127
69312,note_on,2,0,6,,,,,,,,,,6,,50,75
69358,note_on,46,0,3,,,,,,,,,,2,,77,0
69358,note_on,46,0,4,,,,,,,,,,5,,77,0
69360,note_on,2,0,4,,,,,,,,,,5,,79,127
69360,note_on,2,0,3,,,,,,,,,,2,,79,127
69382,note_on,22,0,4,,,,,,,,,,5,,79,0
69382,note_on,22,0,3,,,,,,,,,,2,,79,0
69384,note_on,2,0,4,,,,,,,,,,5,,81,127
69384,note_on,2,0,3,,,,,,,,,,2,,81,127
69406,note_on,94,0,6,,,,,,,,,,6,,50,0
69406,note_on,94,0,7,,,,,,,,,,7,,50,0
69406,note_on,22,0,4,,,,,,,,,,5,,81,0
69406,note_on,94,0,5,,,,,,,,,,4,,57,0
69406,note_on,22,0,3,,,,,,,,,,2,,81,0
69408,note_on,2,0,3,,,,,,,,,,2,,61,127
69408,note_on,2,0,5,,,,,,,,,,4,,57,60
69408,note_on,2,0,6,,,,,,,,,,6,,45,75
69408,note_on,2,0,4,,,,,,,,,,5,,61,127
69408,note_on,2,0,7,,,,,,,,,,7,,45,75
69502,note_on,94,0,4,,,,,,,,,,5,,61,0
69502,note_on,94,0,7,,,,,,,,,,7,,45,0
69502,note_on,94,0,6,,,,,,,,,,6,,45,0
69502,note_on,94,0,5,,,,,,,,,,4,,57,0
69502,note_on,94,0,3,,,,,,,,,,2,,61,0
69504,note_on,2,0,3,,,,,,,,,,2,,62,127
69504,note_on,2,0,6,,,,,,,,,,6,,50,75
69504,note_on,2,0,5,,,,,,,,,,4,,53,60
69504,note_on,2,0,7,,,,,,,,,,7,,50,75
69504,note_on,2,0,4,,,,,,,,,,5,,62,127
69598,note_on,94,0,4,,,,,,,,,,5,,62,0
69598,note_on,94,0,5,,,,,,,,,,4,,53,0
69598,note_on,94,0,3,,,,,,,,,,2,,62,0
69598,note_on,94,0,7,,,,,,,,,,7,,50,0
69598,note_on,94,0,6,,,,,,,,,,6,,50,0
69600,note_on,2,0,3,,,,,,,,,,2,,79,127
69600,note_on,2,0,5,,,,,,,,,,4,,64,60
69600,note_on,2,0,7,,,,,,,,,,7,,61,75
69600,note_on,2,0,6,,,,,,,,,,6,,61,75
69600,note_on,2,0,4,,,,,,,,,,5,,79,127
69694,note_on,94,0,3,,,,,,,,,,2,,79,0
69694,note_on,94,0,4,,,,,,,,,,5,,79,0
69694,note_on,94,0,5,,,,,,,,,,4,,64,0
69694,note_on,94,0,6,,,,,,,,,,6,,61,0
69694,note_on,94,0,7,,,,,,,,,,7,,61,0
69696,note_on,2,0,5,,,,,,,,,,4,,65,60
69696,note_on,2,0,7,,,,,,,,,,7,,62,75
69696,note_on,2,0,6,,,,,,,,,,6,,62,75
69696,note_on,2,0,3,,,,,,,,,,2,,77,127
69696,note_on,2,0,4,,,,,,,,,,5,,77,127
69742,note_on,46,0,4,,,,,,,,,,5,,77,0
69742,note_on,46,0,3,,,,,,,,,,2,,77,0
69744,note_on,2,0,3,,,,,,,,,,2,,79,127
69744,note_on,2,0,4,,,,,,,,,,5,,79,127
69766,note_on,22,0,4,,,,,,,,,,5,,79,0
69766,note_on,22,0,3,,,,,,,,,,2,,79,0
69768,note_on,2,0,4,,,,,,,,,,5,,81,127
69768,note_on,2,0,3,,,,,,,,,,2,,81,127
69790,note_on,22,0,4,,,,,,,,,,5,,81,0
69790,note_on,94,0,7,,,,,,,,,,7,,62,0
69790,note_on,94,0,5,,,,,,,,,,4,,65,0
69790,note_on,22,0,3,,,,,,,,,,2,,81,0
69790,note_on,94,0,6,,,,,,,,,,6,,62,0
69792,note_on,2,0,3,,,,,,,,,,2,,73,127
69792,note_on,2,0,5,,,,,,,,,,4,,64,60
69792,note_on,2,0,4,,,,,,,,,,5,,73,127
69792,note_on,2,0,7,,,,,,,,,,7,,57,75
69792,note_on,2,0,6,,,,,,,,,,6,,57,75
69886,note_on,94,0,4,,,,,,,,,,5,,73,0
69886,note_on,94,0,5,,,,,,,,,,4,,64,0
69886,note_on,94,0,6,,,,,,,,,,6,,57,0
69886,note_on,94,0,7,,,,,,,,,,7,,57,0
69886,note_on,94,0,3,,,,,,,,,,2,,73,0
69888,note_on,2,0,7,,,,,,,,,,7,,53,75
69888,note_on,2,0,3,,,,,,,,,,2,,74,127
69888,note_on,2,0,4,,,,,,,,,,5,,74,127
69888,note_on,2,0,5,,,,,,,,,,4,,69,60
69888,note_on,2,0,6,,,,,,,,,,6,,53,75
69982,note_on,94,0,5,,,,,,,,,,4,,69,0
69982,note_on,94,0,7,,,,,,,,,,7,,53,0
69982,note_on,94,0,6,,,,,,,,,,6,,53,0
69982,note_on,94,0,4,,,,,,,,,,5,,74,0
69982,note_on,94,0,3,,,,,,,,,,2,,74,0
69984,note_on,2,0,4,,,,,,,,,,5,,79,127
69984,note_on,2,0,3,,,,,,,,,,2,,79,127
69984,note_on,2,0,6,,,,,,,,,,6,,52,75
69984,note_on,2,0,7,,,,,,,,,,7,,52,75
69984,note_on,2,0,5,,,,,,,,,,4,,61,60
70078,note_on,94,0,7,,,,,,,,,,7,,52,0
70078,note_on,94,0,3,,,,,,,,,,2,,79,0
70078,note_on,94,0,5,,,,,,,,,,4,,61,0
70078,note_on,94,0,4,,,,,,,,,,5,,79,0
70078,note_on,94,0,6,,,,,,,,,,6,,52,0
70080,note_on,2,0,6,,,,,,,,,,6,,50,75
70080,note_on,2,0,7,,,,,,,,,,7,,50,75
70080,note_on,2,0,3,,,,,,,,,,2,,77,127
70080,note_on,2,0,4,,,,,,,,,,5,,77,127
70080,note_on,2,0,5,,,,,,,,,,4,,57,60
70126,note_on,46,0,3,,,,,,,,,,2,,77,0
70126,note_on,46,0,4,,,,,,,,,,5,,77,0
70128,note_on,2,0,4,,,,,,,,,,5,,79,127
70128,note_on,2,0,3,,,,,,,,,,2,,79,127
70150,note_on,22,0,4,,,,,,,,,,5,,79,0
70150,note_on,22,0,3,,,,,,,,,,2,,79,0
70152,note_on,2,0,3,,,,,,,,,,2,,81,127
70152,note_on,2,0,4,,,,,,,,,,5,,81,127
70174,note_on,22,0,3,,,,,,,,,,2,,81,0
70174,note_on,22,0,4,,,,,,,,,,5,,81,0
70174,note_on,94,0,7,,,,,,,,,,7,,50,0
70174,note_on,94,0,6,,,,,,,,,,6,,50,0
70174,note_on,94,0,5,,,,,,,,,,4,,57,0
70176,note_on,2,0,6,,,,,,,,,,6,,45,75
70176,note_on,2,0,7,,,,,,,,,,7,,45,75
70176,note_on,2,0,4,,,,,,,,,,5,,61,127
70176,note_on,2,0,5,,,,,,,,,,4,,57,60
70176,note_on,2,0,3,,,,,,,,,,2,,61,127
70270,note_on,94,0,6,,,,,,,,,,6,,45,0
70270,note_on,94,0,7,,,,,,,,,,7,,45,0
70270,note_on,94,0,4,,,,,,,,,,5,,61,0
70270,note_on,94,0,5,,,,,,,,,,4,,57,0
70270,note_on,94,0,3,,,,,,,,,,2,,61,0
70272,note_on,2,0,3,,,,,,,,,,2,,62,127
70272,note_on,2,0,6,,,,,,,,,,6,,50,75
70272,set_tempo,70272,1,0,1500000,,,,,,,,,,,,
70272,note_on,2,0,7,,,,,,,,,,7,,50,75
70272,note_on,2,0,5,,,,,,,,,,4,,53,60
70272,note_on,2,0,4,,,,,,,,,,5,,62,127
70608,note_on,336,0,3,,,,,,,,,,2,,62,0
70608,note_on,336,0,5,,,,,,,,,,4,,53,0
70608,note_on,336,0,4,,,,,,,,,,5,,62,0
70608,note_on,336,0,6,,,,,,,,,,6,,50,0
70608,note_on,336,0,7,,,,,,,,,,7,,50,0
70656,time_signature,48,1,6,,,4,4,24,8,,,,,,,
70656,time_signature,11744,1,1,,,4,4,24,8,,,,,,,
70656,time_signature,0,1,0,,,4,4,24,8,,,,,,,
70656,set_tempo,384,1,0,1875000,,,,,,,,,,,,
70656,time_signature,48,1,3,,,4,4,24,8,,,,,,,
70656,time_signature,48,1,5,,,4,4,24,8,,,,,,,
70656,time_signature,48,1,4,,,4,4,24,8,,,,,,,
70656,time_signature,48,1,7,,,4,4,24,8,,,,,,,
70656,time_signature,11744,1,2,,,4,4,24,8,,,,,,,
71232,control_change,576,0,1,,,,,,,,10,64,0,,,
71328,note_on,96,0,1,,,,,,,,,,0,,72,110
71422,note_on,94,0,1,,,,,,,,,,0,,72,0
71424,control_change,768,0,3,,,,,,,,10,127,2,,,
71424,note_on,768,0,2,,,,,,,,,,1,,72,60
71424,control_change,768,0,4,,,,,,,,10,127,5,,,
71424,note_on,2,0,1,,,,,,,,,,0,,77,110
71456,note_on,32,0,2,,,,,,,,,,1,,72,0
71470,note_on,46,0,1,,,,,,,,,,0,,77,0
71472,note_on,2,0,1,,,,,,,,,,0,,79,110
71472,note_on,16,0,2,,,,,,,,,,1,,77,60
71504,note_on,32,0,2,,,,,,,,,,1,,77,0
71518,note_on,46,0,1,,,,,,,,,,0,,79,0
71520,note_on,96,0,4,,,,,,,,,,5,,65,127
71520,note_on,2,0,1,,,,,,,,,,0,,81,110
71520,note_on,96,0,3,,,,,,,,,,2,,65,127
71520,note_on,16,0,2,,,,,,,,,,1,,81,60
71552,note_on,32,0,2,,,,,,,,,,1,,81,0
71568,note_on,16,0,2,,,,,,,,,,1,,77,60
71600,note_on,32,0,2,,,,,,,,,,1,,77,0
71614,note_on,94,0,3,,,,,,,,,,2,,65,0
71614,note_on,94,0,4,,,,,,,,,,5,,65,0
71616,note_on,2,0,4,,,,,,,,,,5,,65,127
71616,note_on,2,0,3,,,,,,,,,,2,,65,127
71616,note_on,16,0,2,,,,,,,,,,1,,72,60
71648,note_on,32,0,2,,,,,,,,,,1,,72,0
71664,note_on,16,0,2,,,,,,,,,,1,,77,60
71696,note_on,32,0,2,,,,,,,,,,1,,77,0
71710,note_on,190,0,1,,,,,,,,,,0,,81,0
71710,note_on,94,0,4,,,,,,,,,,5,,65,0
71710,note_on,94,0,3,,,,,,,,,,2,,65,0
71712,note_on,2,0,3,,,,,,,,,,2,,65,127
71712,note_on,2,0,1,,,,,,,,,,0,,77,110
71712,note_on,2,0,4,,,,,,,,,,5,,65,127
71712,note_on,16,0,2,,,,,,,,,,1,,81,60
71744,note_on,32,0,2,,,,,,,,,,1,,81,0
71760,note_on,16,0,2,,,,,,,,,,1,,77,60
71792,note_on,32,0,2,,,,,,,,,,1,,77,0
71806,note_on,94,0,3,,,,,,,,,,2,,65,0
71806,note_on,94,0,4,,,,,,,,,,5,,65,0
71806,note_on,94,0,1,,,,,,,,,,0,,77,0
71808,note_on,16,0,2,,,,,,,,,,1,,76,60
71808,note_on,2,0,1,,,,,,,,,,0,,79,110
71840,note_on,32,0,2,,,,,,,,,,1,,76,0
71854,note_on,46,0,1,,,,,,,,,,0,,79,0
71856,note_on,16,0,2,,,,,,,,,,1,,79,60
71856,note_on,2,0,1,,,,,,,,,,0,,76,110
71888,note_on,32,0,2,,,,,,,,,,1,,79,0
71902,note_on,46,0,1,,,,,,,,,,0,,76,0
71904,note_on,2,0,1,,,,,,,,,,0,,74,110
71904,note_on,98,0,4,,,,,,,,,,5,,60,127
71904,note_on,16,0,2,,,,,,,,,,1,,82,60
71904,note_on,98,0,3,,,,,,,,,,2,,60,127
71914,note_on,10,0,1,,,,,,,,,,0,,74,0
71916,note_on,2,0,1,,,,,,,,,,0,,72,110
71926,note_on,10,0,1,,,,,,,,,,0,,72,0
71928,note_on,2,0,1,,,,,,,,,,0,,74,110
71936,note_on,32,0,2,,,,,,,,,,1,,82,0
71938,note_on,10,0,1,,,,,,,,,,0,,74,0
71940,note_on,2,0,1,,,,,,,,,,0,,72,110
71950,note_on,10,0,1,,,,,,,,,,0,,72,0
71952,note_on,2,0,1,,,,,,,,,,0,,74,110
71952,note_on,16,0,2,,,,,,,,,,1,,79,60
71962,note_on,10,0,1,,,,,,,,,,0,,74,0
71964,note_on,2,0,1,,,,,,,,,,0,,72,110
71974,note_on,10,0,1,,,,,,,,,,0,,72,0
71976,note_on,2,0,1,,,,,,,,,,0,,74,110
71984,note_on,32,0,2,,,,,,,,,,1,,79,0
71986,note_on,10,0,1,,,,,,,,,,0,,74,0
71988,note_on,2,0,1,,,,,,,,,,0,,72,110
71998,note_on,10,0,1,,,,,,,,,,0,,72,0
71998,note_on,94,0,4,,,,,,,,,,5,,60,0
71998,note_on,94,0,3,,,,,,,,,,2,,60,0
72000,note_on,2,0,4,,,,,,,,,,5,,60,127
72000,note_on,2,0,3,,,,,,,,,,2,,60,127
72000,note_on,16,0,2,,,,,,,,,,1,,76,60
72000,note_on,2,0,1,,,,,,,,,,0,,74,110
72010,note_on,10,0,1,,,,,,,,,,0,,74,0
72012,note_on,2,0,1,,,,,,,,,,0,,72,110
72022,note_on,10,0,1,,,,,,,,,,0,,72,0
72024,note_on,2,0,1,,,,,,,,,,0,,74,110
72032,note_on,32,0,2,,,,,,,,,,1,,76,0
72034,note_on,10,0,1,,,,,,,,,,0,,74,0
72036,note_on,2,0,1,,,,,,,,,,0,,72,110
72046,note_on,10,0,1,,,,,,,,,,0,,72,0
72048,note_on,16,0,2,,,,,,,,,,1,,79,60
72048,note_on,2,0,1,,,,,,,,,,0,,74,110
72058,note_on,10,0,1,,,,,,,,,,0,,74,0
72060,note_on,2,0,1,,,,,,,,,,0,,72,110
72070,note_on,10,0,1,,,,,,,,,,0,,72,0
72072,note_on,2,0,1,,,,,,,,,,0,,74,110
72080,note_on,32,0,2,,,,,,,,,,1,,79,0
72082,note_on,10,0,1,,,,,,,,,,0,,74,0
72084,note_on,2,0,1,,,,,,,,,,0,,72,110
72094,note_on,94,0,4,,,,,,,,,,5,,60,0
72094,note_on,10,0,1,,,,,,,,,,0,,72,0
72094,note_on,94,0,3,,,,,,,,,,2,,60,0
72096,note_on,2,0,4,,,,,,,,,,5,,60,127
72096,note_on,2,0,3,,,,,,,,,,2,,60,127
72096,note_on,2,0,1,,,,,,,,,,0,,72,110
72096,note_on,16,0,2,,,,,,,,,,1,,82,60
72128,note_on,32,0,2,,,,,,,,,,1,,82,0
72144,note_on,16,0,2,,,,,,,,,,1,,79,60
72176,note_on,32,0,2,,,,,,,,,,1,,79,0
72190,note_on,94,0,3,,,,,,,,,,2,,60,0
72190,note_on,94,0,4,,,,,,,,,,5,,60,0
72190,note_on,94,0,1,,,,,,,,,,0,,72,0
72192,note_on,2,0,1,,,,,,,,,,0,,76,110
72192,note_on,16,0,2,,,,,,,,,,1,,76,60
72224,note_on,32,0,2,,,,,,,,,,1,,76,0
72240,note_on,16,0,2,,,,,,,,,,1,,79,60
72272,note_on,32,0,2,,,,,,,,,,1,,79,0
72288,note_on,98,0,3,,,,,,,,,,2,,60,127
72288,note_on,16,0,2,,,,,,,,,,1,,82,60
72288,note_on,98,0,4,,,,,,,,,,5,,60,127
72310,note_on,118,0,1,,,,,,,,,,0,,76,0
72312,note_on,2,0,1,,,,,,,,,,0,,77,110
72320,note_on,32,0,2,,,,,,,,,,1,,82,0
72334,note_on,22,0,1,,,,,,,,,,0,,77,0
72336,note_on,16,0,2,,,,,,,,,,1,,79,60
72336,note_on,2,0,1,,,,,,,,,,0,,79,110
72358,note_on,22,0,1,,,,,,,,,,0,,79,0
72360,note_on,2,0,1,,,,,,,,,,0,,81,110
72368,note_on,32,0,2,,,,,,,,,,1,,79,0
72382,note_on,94,0,3,,,,,,,,,,2,,60,0
72382,note_on,94,0,4,,,,,,,,,,5,,60,0
72382,note_on,22,0,1,,,,,,,,,,0,,81,0
72384,note_on,2,0,4,,,,,,,,,,5,,60,127
72384,note_on,2,0,1,,,,,,,,,,0,,82,110
