tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity,pitch
11520,note_on,,,,,2,0,15,,,,,15,,,48,127,
11520,note_on,,,,,1,0,11,,,,,11,,,67,100,
11520,note_on,,,,,2,0,13,,,,,13,,,48,127,
11520,note_on,,,,,2,0,9,,,,,8,,,48,127,
11540,control_change,,,,,27,0,2,,,,,1,7,101,,,
11574,lyrics,,,,,34,1,2,,,,,,,,,,
11574,note_on,,,,,0,0,2,,,,,1,,,60,100,
11606,control_change,,,,,32,0,2,,,,,1,7,102,,,
11613,control_change,,,,,7,0,2,,,,,1,7,103,,,
11620,control_change,,,,,7,0,2,,,,,1,7,104,,,
11630,control_change,,,,,10,0,2,,,,,1,7,105,,,
11633,note_on,,,,,119,0,3,,,,,2,,,53,0,
11633,note_on,,,,,3,0,2,,,,,1,,,60,0,
11634,lyrics,,,,,1,1,3,,,,,,,,,,
11634,lyrics,,,,,1,1,2,,,,,,,,,,
11634,note_on,,,,,0,0,2,,,,,1,,,64,100,
11634,note_on,,,,,0,0,3,,,,,2,,,52,100,
11638,note_on,,,,,118,0,13,,,,,13,,,48,0,
11638,note_on,,,,,118,0,15,,,,,15,,,48,0,
11638,note_on,,,,,118,0,12,,,,,12,,,48,0,
11638,note_on,,,,,118,0,9,,,,,8,,,48,0,
11639,note_on,,,,,0,0,11,,,,,11,,,72,0,
11639,note_on,,,,,119,0,11,,,,,11,,,64,0,
11639,note_on,,,,,0,0,11,,,,,11,,,67,0,
11640,note_on,,,,,2,0,13,,,,,13,,,36,127,
11640,note_on,,,,,2,0,12,,,,,12,,,36,127,
11640,note_on,,,,,2,0,15,,,,,15,,,36,127,
11640,note_on,,,,,2,0,9,,,,,8,,,36,127,
11640,note_on,,,,,1,0,11,,,,,11,,,67,100,
11640,note_on,,,,,0,0,11,,,,,11,,,72,100,
11640,note_on,,,,,0,0,11,,,,,11,,,64,100,
11646,control_change,,,,,12,0,2,,,,,1,7,107,,,
11660,control_change,,,,,14,0,2,,,,,1,7,108,,,
11680,control_change,,,,,20,0,2,,,,,1,7,109,,,
11693,note_on,,,,,13,0,2,,,,,1,,,64,0,
11694,lyrics,,,,,1,1,2,,,,,,,,,,
11694,note_on,,,,,0,0,2,,,,,1,,,67,100,
11710,control_change,,,,,16,0,2,,,,,1,7,111,,,
11720,control_change,,,,,10,0,2,,,,,1,7,112,,,
11726,control_change,,,,,6,0,2,,,,,1,7,113,,,
11753,note_on,,,,,27,0,2,,,,,1,,,67,0,
11753,note_on,,,,,119,0,3,,,,,2,,,52,0,
11754,lyrics,,,,,1,1,2,,,,,,,,,,
11754,note_on,,,,,0,0,2,,,,,1,,,72,100,
11758,note_on,,,,,118,0,12,,,,,12,,,36,0,
11758,note_on,,,,,118,0,13,,,,,13,,,36,0,
11758,note_on,,,,,0,0,11,,,,,11,,,72,0,
11758,note_on,,,,,118,0,11,,,,,11,,,64,0,
11758,note_on,,,,,118,0,9,,,,,8,,,36,0,
11758,note_on,,,,,118,0,15,,,,,15,,,36,0,
11758,note_on,,,,,0,0,11,,,,,11,,,67,0,
11773,control_change,,,,,19,0,2,,,,,1,7,114,,,
11793,control_change,,,,,20,0,2,,,,,1,7,115,,,
11803,control_change,,,,,10,0,2,,,,,1,7,116,,,
11810,control_change,,,,,7,0,2,,,,,1,7,117,,,
11820,note_on,,,,,62,0,15,,,,,15,,,48,127,
11820,note_on,,,,,62,0,9,,,,,8,,,48,127,
11820,note_on,,,,,62,0,13,,,,,13,,,48,127,
11820,note_on,,,,,62,0,12,,,,,12,,,48,127,
11826,control_change,,,,,16,0,2,,,,,1,7,118,,,
11836,control_change,,,,,10,0,2,,,,,1,7,118,,,
11837,control_change,,,,,1,0,2,,,,,1,7,105,,,
11840,control_change,,,,,3,0,2,,,,,1,7,104,,,
11844,control_change,,,,,4,0,2,,,,,1,7,102,,,
11846,control_change,,,,,2,0,2,,,,,1,7,116,,,
11860,control_change,,,,,107,0,3,,,,,2,7,78,,,
11867,control_change,,,,,7,0,3,,,,,2,7,79,,,
11873,note_on,,,,,27,0,2,,,,,1,,,72,0,
11874,note_on,,,,,0,0,2,,,,,1,,,67,100,
11874,lyrics,,,,,1,1,2,,,,,,,,,,
11874,control_change,,,,,7,0,3,,,,,2,7,80,,,
11878,note_on,,,,,58,0,13,,,,,13,,,48,0,
11878,note_on,,,,,58,0,9,,,,,8,,,48,0,
11878,note_on,,,,,58,0,15,,,,,15,,,48,0,
11878,note_on,,,,,58,0,12,,,,,12,,,48,0,
11880,note_on,,,,,2,0,13,,,,,13,,,52,127,
11880,note_on,,,,,2,0,9,,,,,8,,,52,127,
11880,note_on,,,,,2,0,15,,,,,15,,,52,127,
11880,note_on,,,,,2,0,12,,,,,12,,,52,127,
11880,note_on,,,,,122,0,11,,,,,11,,,67,100,
11880,control_change,,,,,6,0,3,,,,,2,7,81,,,
11890,control_change,,,,,10,0,3,,,,,2,7,83,,,
11897,control_change,,,,,7,0,3,,,,,2,7,84,,,
11900,control_change,,,,,26,0,2,,,,,1,7,114,,,
11900,control_change,,,,,3,0,3,,,,,2,7,85,,,
11906,control_change,,,,,6,0,2,,,,,1,7,113,,,
11907,control_change,,,,,7,0,3,,,,,2,7,86,,,
11910,control_change,,,,,3,0,3,,,,,2,7,87,,,
11916,control_change,,,,,10,0,2,,,,,1,7,112,,,
11917,control_change,,,,,7,0,3,,,,,2,7,88,,,
11920,control_change,,,,,3,0,3,,,,,2,7,89,,,
11920,control_change,,,,,4,0,2,,,,,1,7,111,,,
11926,control_change,,,,,6,0,2,,,,,1,7,110,,,
11930,control_change,,,,,4,0,2,,,,,1,7,109,,,
11936,control_change,,,,,6,0,2,,,,,1,7,107,,,
11938,note_on,,,,,58,0,15,,,,,15,,,52,0,
11938,note_on,,,,,58,0,12,,,,,12,,,52,0,
11938,note_on,,,,,58,0,13,,,,,13,,,52,0,
11938,note_on,,,,,58,0,9,,,,,8,,,52,0,
11940,note_on,,,,,2,0,12,,,,,12,,,55,127,
11940,note_on,,,,,2,0,15,,,,,15,,,55,127,
11940,note_on,,,,,2,0,13,,,,,13,,,55,127,
11940,note_on,,,,,2,0,9,,,,,8,,,55,127,
11950,control_change,,,,,14,0,2,,,,,1,7,106,,,
11956,control_change,,,,,6,0,2,,,,,1,7,105,,,
11960,control_change,,,,,4,0,2,,,,,1,7,104,,,
11966,control_change,,,,,6,0,2,,,,,1,7,103,,,
11984,control_change,,,,,64,0,3,,,,,2,7,103,,,
11990,control_change,,,,,6,0,3,,,,,2,7,101,,,
11993,note_on,,,,,27,0,2,,,,,1,,,67,0,
11994,lyrics,,,,,2281,1,1,,,,,,,,,,
11994,lyrics,,,,,1,1,2,,,,,,,,,,
11994,note_on,,,,,0,0,2,,,,,1,,,65,100,
11994,note_on,,,,,0,0,1,,,,,0,,,74,100,
11994,lyrics,,,,,4,1,3,,,,,,,,,,
11994,note_on,,,,,0,0,3,,,,,2,,,47,100,
11998,note_on,,,,,58,0,15,,,,,15,,,55,0,
11998,note_on,,,,,58,0,9,,,,,8,,,55,0,
11998,note_on,,,,,58,0,12,,,,,12,,,55,0,
11998,note_on,,,,,58,0,13,,,,,13,,,55,0,
11999,note_on,,,,,119,0,11,,,,,11,,,67,0,
12000,note_on,,,,,0,0,11,,,,,11,,,74,100,
12000,note_on,,,,,2,0,13,,,,,13,,,43,127,
12000,note_on,,,,,2,0,12,,,,,12,,,43,127,
12000,note_on,,,,,2,0,15,,,,,15,,,43,127,
12000,note_on,,,,,1,0,11,,,,,11,,,71,100,
12000,note_on,,,,,0,0,11,,,,,11,,,65,100,
12000,note_on,,,,,2,0,9,,,,,8,,,43,127,
12016,control_change,,,,,22,0,2,,,,,1,7,102,,,
12023,control_change,,,,,7,0,2,,,,,1,7,100,,,
12026,control_change,,,,,3,0,2,,,,,1,7,99,,,
12027,control_change,,,,,33,0,1,,,,,0,7,108,,,
12033,control_change,,,,,7,0,2,,,,,1,7,98,,,
12034,control_change,,,,,7,0,1,,,,,0,7,107,,,
12037,control_change,,,,,43,0,3,,,,,2,7,102,,,
12040,control_change,,,,,6,0,1,,,,,0,7,106,,,
12040,control_change,,,,,7,0,2,,,,,1,7,95,,,
12047,control_change,,,,,7,0,1,,,,,0,7,105,,,
12053,control_change,,,,,0,0,2,,,,,1,7,94,,,
12053,note_on,,,,,13,0,2,,,,,1,,,65,0,
12054,note_on,,,,,0,0,2,,,,,1,,,65,100,
12054,control_change,,,,,7,0,1,,,,,0,7,104,,,
12054,lyrics,,,,,1,1,2,,,,,,,,,,
12056,control_change,,,,,2,0,2,,,,,1,7,93,,,
12057,control_change,,,,,3,0,1,,,,,0,7,103,,,
12063,control_change,,,,,7,0,2,,,,,1,7,91,,,
12064,control_change,,,,,7,0,1,,,,,0,7,102,,,
12070,control_change,,,,,6,0,1,,,,,0,7,101,,,
12077,control_change,,,,,7,0,1,,,,,0,7,100,,,
12080,control_change,,,,,43,0,3,,,,,2,7,103,,,
12080,control_change,,,,,17,0,2,,,,,1,7,90,,,
12083,note_on,,,,,3,0,3,,,,,2,,,47,0,
12083,control_change,,,,,3,0,2,,,,,1,7,89,,,
12083,note_on,,,,,6,0,1,,,,,0,,,74,0,
12084,lyrics,,,,,1,1,3,,,,,,,,,,
12084,note_on,,,,,0,0,3,,,,,2,,,47,100,
12084,control_change,,,,,1,0,1,,,,,0,7,99,,,
12084,lyrics,,,,,0,1,1,,,,,,,,,,
12084,note_on,,,,,0,0,1,,,,,0,,,74,100,
12087,control_change,,,,,3,0,1,,,,,0,7,98,,,
12090,control_change,,,,,3,0,1,,,,,0,7,95,,,
12093,control_change,,,,,10,0,2,,,,,1,7,87,,,
12094,control_change,,,,,4,0,1,,,,,0,7,93,,,
12097,control_change,,,,,3,0,1,,,,,0,7,91,,,
12100,control_change,,,,,3,0,1,,,,,0,7,89,,,
12113,note_on,,,,,20,0,2,,,,,1,,,65,0,
12114,note_on,,,,,0,0,3,,,,,2,,,47,100,
12114,lyrics,,,,,0,1,3,,,,,,,,,,
12114,note_on,,,,,30,0,3,,,,,2,,,47,0,
12114,lyrics,,,,,1,1,2,,,,,,,,,,
12114,note_on,,,,,0,0,1,,,,,0,,,74,100,
12114,lyrics,,,,,0,1,1,,,,,,,,,,
12114,note_on,,,,,14,0,1,,,,,0,,,74,0,
12114,note_on,,,,,0,0,2,,,,,1,,,65,100,
12118,note_on,,,,,118,0,15,,,,,15,,,43,0,
12118,note_on,,,,,118,0,9,,,,,8,,,43,0,
12118,note_on,,,,,118,0,13,,,,,13,,,43,0,
12118,note_on,,,,,118,0,12,,,,,12,,,43,0,
12119,note_on,,,,,119,0,11,,,,,11,,,74,0,
12119,note_on,,,,,0,0,11,,,,,11,,,71,0,
12119,note_on,,,,,0,0,11,,,,,11,,,65,0,
12120,note_on,,,,,2,0,13,,,,,13,,,47,127,
12120,note_on,,,,,2,0,12,,,,,12,,,47,127,
12120,note_on,,,,,1,0,11,,,,,11,,,74,100,
12120,note_on,,,,,0,0,11,,,,,11,,,65,100,
12120,note_on,,,,,0,0,11,,,,,11,,,67,100,
12120,note_on,,,,,2,0,15,,,,,15,,,47,127,
12120,note_on,,,,,2,0,9,,,,,8,,,47,127,
12124,control_change,,,,,10,0,2,,,,,1,7,80,,,
12124,control_change,,,,,10,0,3,,,,,2,7,104,,,
12147,control_change,,,,,23,0,2,,,,,1,7,79,,,
12167,control_change,,,,,43,0,3,,,,,2,7,105,,,
12170,control_change,,,,,23,0,2,,,,,1,7,78,,,
12173,note_on,,,,,59,0,1,,,,,0,,,74,0,
12173,note_on,,,,,6,0,3,,,,,2,,,47,0,
12173,note_on,,,,,3,0,2,,,,,1,,,65,0,
12174,lyrics,,,,,1,1,3,,,,,,,,,,
12174,note_on,,,,,0,0,2,,,,,1,,,65,100,
12174,note_on,,,,,0,0,3,,,,,2,,,47,100,
12174,note_on,,,,,0,0,1,,,,,0,,,74,100,
12174,lyrics,,,,,1,1,1,,,,,,,,,,
12174,lyrics,,,,,1,1,2,,,,,,,,,,
12194,control_change,,,,,20,0,2,,,,,1,7,77,,,
12214,control_change,,,,,40,0,3,,,,,2,7,106,,,
12217,control_change,,,,,23,0,2,,,,,1,7,76,,,
12233,note_on,,,,,16,0,2,,,,,1,,,65,0,
12233,note_on,,,,,59,0,1,,,,,0,,,74,0,
12233,note_on,,,,,19,0,3,,,,,2,,,47,0,
12234,lyrics,,,,,1,1,2,,,,,,,,,,
12234,note_on,,,,,0,0,2,,,,,1,,,65,100,
12234,lyrics,,,,,1,1,1,,,,,,,,,,
12234,note_on,,,,,0,0,1,,,,,0,,,67,100,
12234,note_on,,,,,0,0,3,,,,,2,,,48,100,
12234,lyrics,,,,,1,1,3,,,,,,,,,,
12238,note_on,,,,,118,0,13,,,,,13,,,47,0,
12238,note_on,,,,,118,0,9,,,,,8,,,47,0,
12238,note_on,,,,,118,0,12,,,,,12,,,47,0,
12238,note_on,,,,,118,0,15,,,,,15,,,47,0,
12239,note_on,,,,,0,0,11,,,,,11,,,65,0,
12239,note_on,,,,,0,0,11,,,,,11,,,74,0,
12239,note_on,,,,,119,0,11,,,,,11,,,67,0,
12240,note_on,,,,,2,0,13,,,,,13,,,48,127,
12240,note_on,,,,,2,0,15,,,,,15,,,48,127,
12240,note_on,,,,,2,0,9,,,,,8,,,48,127,
12240,note_on,,,,,1,0,11,,,,,11,,,67,100,
12240,note_on,,,,,2,0,12,,,,,12,,,48,127,
12240,note_on,,,,,0,0,11,,,,,11,,,72,100,
12240,note_on,,,,,0,0,11,,,,,11,,,65,100,
12244,control_change,,,,,10,0,2,,,,,1,7,75,,,
12257,control_change,,,,,23,0,3,,,,,2,7,107,,,
12267,control_change,,,,,23,0,2,,,,,1,7,74,,,
12280,control_change,,,,,46,0,1,,,,,0,7,80,,,
12290,control_change,,,,,23,0,2,,,,,1,7,73,,,
12293,note_on,,,,,36,0,3,,,,,2,,,48,0,
12293,note_on,,,,,13,0,1,,,,,0,,,67,0,
12294,note_on,,,,,0,0,3,,,,,2,,,48,100,
12294,lyrics,,,,,1,1,1,,,,,,,,,,
12294,note_on,,,,,0,0,1,,,,,0,,,67,100,
12294,lyrics,,,,,1,1,3,,,,,,,,,,
12300,control_change,,,,,6,0,3,,,,,2,7,108,,,
12314,control_change,,,,,24,0,2,,,,,1,7,72,,,
12324,lyrics,,,,,0,1,3,,,,,,,,,,
12324,note_on,,,,,24,0,3,,,,,2,,,48,0,
12324,note_on,,,,,0,0,3,,,,,2,,,48,100,
12324,note_on,,,,,30,0,1,,,,,0,,,67,0,
12324,note_on,,,,,0,0,1,,,,,0,,,69,100,
12324,lyrics,,,,,0,1,1,,,,,,,,,,
12337,control_change,,,,,23,0,2,,,,,1,7,71,,,
12344,control_change,,,,,20,0,3,,,,,2,7,109,,,
12353,note_on,,,,,16,0,2,,,,,1,,,65,0,
12354,lyrics,,,,,0,1,1,,,,,,,,,,
12354,note_on,,,,,30,0,1,,,,,0,,,69,0,
12354,note_on,,,,,0,0,2,,,,,1,,,64,100,
12354,lyrics,,,,,1,1,2,,,,,,,,,,
12354,note_on,,,,,0,0,3,,,,,2,,,48,100,
12354,lyrics,,,,,0,1,3,,,,,,,,,,
12354,note_on,,,,,10,0,3,,,,,2,,,48,0,
12354,note_on,,,,,0,0,1,,,,,0,,,70,100,
12358,note_on,,,,,118,0,9,,,,,8,,,48,0,
12358,note_on,,,,,118,0,12,,,,,12,,,48,0,
12358,note_on,,,,,118,0,13,,,,,13,,,48,0,
12358,note_on,,,,,118,0,15,,,,,15,,,48,0,
12359,note_on,,,,,119,0,11,,,,,11,,,65,0,
12360,note_on,,,,,1,0,11,,,,,11,,,64,100,
12360,note_on,,,,,2,0,15,,,,,15,,,48,127,
12360,control_change,,,,,6,0,2,,,,,1,7,70,,,
12360,note_on,,,,,2,0,12,,,,,12,,,48,127,
12360,note_on,,,,,2,0,9,,,,,8,,,48,127,
12360,note_on,,,,,2,0,13,,,,,13,,,48,127,
12384,control_change,,,,,24,0,2,,,,,1,7,69,,,
12390,control_change,,,,,36,0,3,,,,,2,7,110,,,
12407,control_change,,,,,23,0,2,,,,,1,7,68,,,
12413,note_on,,,,,59,0,1,,,,,0,,,70,0,
12413,note_on,,,,,23,0,3,,,,,2,,,48,0,
12414,lyrics,,,,,1,1,3,,,,,,,,,,
12414,note_on,,,,,0,0,1,,,,,0,,,70,100,
12414,note_on,,,,,0,0,3,,,,,2,,,48,100,
12414,lyrics,,,,,1,1,1,,,,,,,,,,
12418,note_on,,,,,58,0,13,,,,,13,,,48,0,
12418,note_on,,,,,58,0,9,,,,,8,,,48,0,
12418,note_on,,,,,58,0,15,,,,,15,,,48,0,
12418,note_on,,,,,58,0,12,,,,,12,,,48,0,
12420,note_on,,,,,2,0,15,,,,,15,,,48,127,
12420,note_on,,,,,2,0,9,,,,,8,,,48,127,
12420,note_on,,,,,2,0,13,,,,,13,,,48,127,
12420,note_on,,,,,2,0,12,,,,,12,,,48,127,
12434,control_change,,,,,20,0,3,,,,,2,7,111,,,
12444,note_on,,,,,30,0,1,,,,,0,,,70,0,
12444,note_on,,,,,0,0,3,,,,,2,,,48,100,
12444,lyrics,,,,,0,1,3,,,,,,,,,,
12444,lyrics,,,,,0,1,1,,,,,,,,,,
12444,note_on,,,,,0,0,1,,,,,0,,,70,100,
12444,note_on,,,,,10,0,3,,,,,2,,,48,0,
12473,note_on,,,,,66,0,2,,,,,1,,,64,0,
12474,lyrics,,,,,1,1,2,,,,,,,,,,
12474,note_on,,,,,0,0,2,,,,,1,,,60,100,
12474,note_on,,,,,0,0,3,,,,,2,,,53,100,
12474,lyrics,,,,,0,1,1,,,,,,,,,,
12474,note_on,,,,,0,0,1,,,,,0,,,70,100,
12474,lyrics,,,,,0,1,3,,,,,,,,,,
12474,note_on,,,,,30,0,1,,,,,0,,,70,0,
12474,note_on,,,,,30,0,3,,,,,2,,,48,0,
12477,control_change,,,,,3,0,3,,,,,2,7,112,,,
12478,note_on,,,,,58,0,12,,,,,12,,,48,0,
12478,note_on,,,,,118,0,11,,,,,11,,,72,0,
12478,note_on,,,,,58,0,9,,,,,8,,,48,0,
12478,note_on,,,,,58,0,15,,,,,15,,,48,0,
12478,note_on,,,,,58,0,13,,,,,13,,,48,0,
12478,note_on,,,,,0,0,11,,,,,11,,,67,0,
12479,note_on,,,,,1,0,11,,,,,11,,,64,0,
12480,note_on,,,,,2,0,12,,,,,12,,,53,127,
12480,note_on,,,,,2,0,15,,,,,15,,,53,127,
12480,note_on,,,,,2,0,9,,,,,8,,,53,127,
12480,note_on,,,,,2,0,13,,,,,13,,,53,127,
12480,note_on,,,,,1,0,11,,,,,11,,,70,100,
12480,note_on,,,,,0,0,11,,,,,11,,,60,100,
12480,note_on,,,,,0,0,11,,,,,11,,,65,100,
12520,control_change,,,,,43,0,3,,,,,2,7,113,,,
12563,note_on,,,,,89,0,2,,,,,1,,,60,0,
12563,note_on,,,,,43,0,3,,,,,2,,,53,0,
12563,note_on,,,,,89,0,1,,,,,0,,,70,0,
12564,note_on,,,,,0,0,1,,,,,0,,,70,100,
12564,lyrics,,,,,1,1,1,,,,,,,,,,
12564,note_on,,,,,0,0,2,,,,,1,,,60,100,
12564,lyrics,,,,,1,1,2,,,,,,,,,,
12564,lyrics,,,,,1,1,3,,,,,,,,,,
12564,note_on,,,,,0,0,3,,,,,2,,,53,100,
12594,lyrics,,,,,0,1,1,,,,,,,,,,
12594,note_on,,,,,30,0,2,,,,,1,,,60,0,
12594,lyrics,,,,,0,1,2,,,,,,,,,,
12594,note_on,,,,,0,0,2,,,,,1,,,60,100,
12594,note_on,,,,,30,0,3,,,,,2,,,53,0,
12594,note_on,,,,,0,0,1,,,,,0,,,69,100,
12594,note_on,,,,,0,0,3,,,,,2,,,53,100,
12594,lyrics,,,,,0,1,3,,,,,,,,,,
12594,note_on,,,,,30,0,1,,,,,0,,,70,0,
12598,note_on,,,,,118,0,15,,,,,15,,,53,0,
12598,note_on,,,,,118,0,9,,,,,8,,,53,0,
12598,note_on,,,,,118,0,12,,,,,12,,,53,0,
12598,note_on,,,,,118,0,13,,,,,13,,,53,0,
12599,note_on,,,,,119,0,11,,,,,11,,,70,0,
12600,note_on,,,,,2,0,12,,,,,12,,,53,127,
12600,note_on,,,,,2,0,13,,,,,13,,,53,127,
12600,note_on,,,,,2,0,9,,,,,8,,,53,127,
12600,note_on,,,,,2,0,15,,,,,15,,,53,127,
12600,note_on,,,,,1,0,11,,,,,11,,,69,100,
12634,control_change,,,,,40,0,1,,,,,0,7,72,,,
12644,control_change,,,,,10,0,1,,,,,0,7,71,,,
12653,note_on,,,,,59,0,2,,,,,1,,,60,0,
12654,lyrics,,,,,1,1,2,,,,,,,,,,
12654,control_change,,,,,10,0,1,,,,,0,7,70,,,
12654,note_on,,,,,0,0,2,,,,,1,,,60,100,
12664,control_change,,,,,10,0,1,,,,,0,7,69,,,
12674,control_change,,,,,10,0,1,,,,,0,7,68,,,
12684,control_change,,,,,10,0,1,,,,,0,7,67,,,
12694,control_change,,,,,10,0,1,,,,,0,7,66,,,
12704,control_change,,,,,10,0,1,,,,,0,7,65,,,
12710,control_change,,,,,116,0,3,,,,,2,7,75,,,
12713,note_on,,,,,59,0,2,,,,,1,,,60,0,
12713,note_on,,,,,9,0,1,,,,,0,,,69,0,
12713,note_on,,,,,3,0,3,,,,,2,,,53,0,
12714,lyrics,,,,,1,1,3,,,,,,,,,,
12714,note_on,,,,,0,0,3,,,,,2,,,53,100,
12714,lyrics,,,,,1,1,2,,,,,,,,,,
12714,note_on,,,,,0,0,2,,,,,1,,,60,100,
12714,note_on,,,,,0,0,1,,,,,0,,,69,100,
12714,lyrics,,,,,1,1,1,,,,,,,,,,
12718,note_on,,,,,118,0,12,,,,,12,,,53,0,
12718,note_on,,,,,118,0,13,,,,,13,,,53,0,
12718,note_on,,,,,0,0,11,,,,,11,,,65,0,
12718,note_on,,,,,118,0,15,,,,,15,,,53,0,
12718,note_on,,,,,118,0,11,,,,,11,,,60,0,
12718,note_on,,,,,118,0,9,,,,,8,,,53,0,
12719,note_on,,,,,1,0,11,,,,,11,,,69,0,
12720,note_on,,,,,1,0,11,,,,,11,,,69,100,
12720,note_on,,,,,0,0,11,,,,,11,,,65,100,
12720,note_on,,,,,2,0,12,,,,,12,,,53,127,
12720,note_on,,,,,2,0,15,,,,,15,,,53,127,
12720,note_on,,,,,2,0,13,,,,,13,,,53,127,
12720,note_on,,,,,2,0,9,,,,,8,,,53,127,
12720,note_on,,,,,0,0,11,,,,,11,,,60,100,
12773,note_on,,,,,59,0,2,,,,,1,,,60,0,
12774,note_on,,,,,0,0,2,,,,,1,,,60,100,
12774,lyrics,,,,,1,1,2,,,,,,,,,,
12778,note_on,,,,,58,0,15,,,,,15,,,53,0,
12778,note_on,,,,,58,0,9,,,,,8,,,53,0,
12778,note_on,,,,,58,0,13,,,,,13,,,53,0,
12778,note_on,,,,,58,0,12,,,,,12,,,53,0,
12780,note_on,,,,,2,0,9,,,,,8,,,53,127,
12780,note_on,,,,,2,0,15,,,,,15,,,53,127,
12780,note_on,,,,,2,0,12,,,,,12,,,53,127,
12780,note_on,,,,,2,0,13,,,,,13,,,53,127,
12803,note_on,,,,,89,0,1,,,,,0,,,69,0,
12803,note_on,,,,,89,0,3,,,,,2,,,53,0,
12804,lyrics,,,,,0,1,2,,,,,,,,,,
12804,lyrics,,,,,1,1,1,,,,,,,,,,
12804,note_on,,,,,0,0,1,,,,,0,,,69,100,
12804,note_on,,,,,0,0,2,,,,,1,,,60,100,
12804,lyrics,,,,,1,1,3,,,,,,,,,,
12804,note_on,,,,,30,0,2,,,,,1,,,60,0,
12804,note_on,,,,,0,0,3,,,,,2,,,53,100,
12820,control_change,,,,,16,0,3,,,,,2,7,74,,,
12823,control_change,,,,,19,0,1,,,,,0,7,104,,,
12834,note_on,,,,,0,0,1,,,,,0,,,69,100,
12834,lyrics,,,,,0,1,1,,,,,,,,,,
12834,note_on,,,,,11,0,1,,,,,0,,,69,0,
12834,note_on,,,,,30,0,2,,,,,1,,,60,0,
12834,note_on,,,,,14,0,3,,,,,2,,,53,0,
12834,lyrics,,,,,0,1,2,,,,,,,,,,
12834,note_on,,,,,0,0,3,,,,,2,,,53,100,
12834,lyrics,,,,,0,1,3,,,,,,,,,,
12834,note_on,,,,,0,0,2,,,,,1,,,60,100,
12838,note_on,,,,,58,0,12,,,,,12,,,53,0,
12838,note_on,,,,,58,0,9,,,,,8,,,53,0,
12838,note_on,,,,,58,0,13,,,,,13,,,53,0,
12838,note_on,,,,,58,0,15,,,,,15,,,53,0,
12840,note_on,,,,,2,0,15,,,,,15,,,53,127,
12840,note_on,,,,,2,0,12,,,,,12,,,53,127,
12840,note_on,,,,,2,0,13,,,,,13,,,53,127,
12840,note_on,,,,,2,0,9,,,,,8,,,53,127,
12893,note_on,,,,,59,0,3,,,,,2,,,53,0,
12893,note_on,,,,,59,0,1,,,,,0,,,69,0,
12893,note_on,,,,,59,0,2,,,,,1,,,60,0,
12894,lyrics,,,,,1,1,1,,,,,,,,,,
12894,lyrics,,,,,1,1,3,,,,,,,,,,
12894,note_on,,,,,0,0,1,,,,,0,,,69,100,
12894,note_on,,,,,0,0,2,,,,,1,,,62,100,
12894,note_on,,,,,0,0,3,,,,,2,,,53,100,
12894,lyrics,,,,,1,1,2,,,,,,,,,,
12898,note_on,,,,,58,0,15,,,,,15,,,53,0,
12898,note_on,,,,,58,0,13,,,,,13,,,53,0,
12898,note_on,,,,,58,0,12,,,,,12,,,53,0,
12898,note_on,,,,,58,0,9,,,,,8,,,53,0,
12900,note_on,,,,,2,0,9,,,,,8,,,53,127,
12900,note_on,,,,,2,0,15,,,,,15,,,53,127,
12900,note_on,,,,,2,0,13,,,,,13,,,53,127,
12900,note_on,,,,,2,0,12,,,,,12,,,53,127,
12924,note_on,,,,,30,0,2,,,,,1,,,62,0,
12924,note_on,,,,,0,0,2,,,,,1,,,64,100,
12924,lyrics,,,,,0,1,2,,,,,,,,,,
12930,control_change,,,,,36,0,3,,,,,2,7,73,,,
12946,control_change,,,,,22,0,2,,,,,1,7,98,,,
12953,note_on,,,,,23,0,3,,,,,2,,,53,0,
12953,note_on,,,,,59,0,1,,,,,0,,,69,0,
12954,lyrics,,,,,0,1,1,,,,,,,,,,
12954,lyrics,,,,,1,1,3,,,,,,,,,,
12954,note_on,,,,,1,0,1,,,,,0,,,69,100,
12954,note_on,,,,,8,0,2,,,,,1,,,64,0,
12954,note_on,,,,,0,0,3,,,,,2,,,53,100,
12954,note_on,,,,,0,0,2,,,,,1,,,65,100,
12954,lyrics,,,,,0,1,2,,,,,,,,,,
12958,note_on,,,,,58,0,9,,,,,8,,,53,0,
12958,note_on,,,,,58,0,15,,,,,15,,,53,0,
12958,note_on,,,,,58,0,12,,,,,12,,,53,0,
12958,note_on,,,,,238,0,11,,,,,11,,,60,0,
12958,note_on,,,,,0,0,11,,,,,11,,,65,0,
12958,note_on,,,,,0,0,11,,,,,11,,,69,0,
12958,note_on,,,,,58,0,13,,,,,13,,,53,0,
12960,note_on,,,,,2,0,9,,,,,8,,,53,127,
12960,note_on,,,,,2,0,15,,,,,15,,,53,127,
12960,note_on,,,,,2,0,12,,,,,12,,,53,127,
12960,note_on,,,,,2,0,13,,,,,13,,,53,127,
12960,note_on,,,,,0,0,11,,,,,11,,,65,100,
12960,note_on,,,,,0,0,11,,,,,11,,,69,100,
12960,note_on,,,,,2,0,11,,,,,11,,,72,100,
12963,control_change,,,,,9,0,3,,,,,2,7,110,,,
12974,control_change,,,,,11,0,3,,,,,2,7,67,,,
12980,control_change,,,,,26,0,2,,,,,1,7,99,,,
