tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity,key
87328,note_off,,,,,64,0,7,,,,,0,,74,100,
87328,note_off,,,,,64,0,8,,,,,1,,71,100,
87360,note_on,,,,,32,0,7,,,,,0,,74,100,
87360,note_on,,,,,32,0,8,,,,,1,,71,100,
87424,note_off,,,,,64,0,8,,,,,1,,71,100,
87424,note_off,,,,,64,0,7,,,,,0,,74,100,
87456,note_on,,,,,32,0,7,,,,,0,,77,100,
87456,note_on,,,,,32,0,8,,,,,1,,74,100,
87520,note_off,,,,,64,0,8,,,,,1,,74,100,
87520,note_off,,,,,64,0,7,,,,,0,,77,100,
87552,note_on,,,,,0,0,13,,,,,6,,62,100,
87552,note_on,,,,,896,0,11,,,,,4,,43,85,
87552,note_on,,,,,896,0,13,,,,,6,,59,100,
87552,note_on,,,,,896,0,9,,,,,2,,77,85,
87552,note_on,,,,,0,0,9,,,,,2,,74,85,
87552,note_on,,,,,32,0,8,,,,,1,,71,100,
87552,note_on,,,,,896,0,12,,,,,5,,43,85,
87552,note_on,,,,,896,0,14,,,,,6,,43,100,
87552,note_on,,,,,896,0,10,,,,,3,,71,85,
87552,note_on,,,,,32,0,7,,,,,0,,74,100,
87616,note_off,,,,,64,0,8,,,,,1,,71,100,
87616,note_off,,,,,64,0,7,,,,,0,,74,100,
87648,note_on,,,,,32,0,7,,,,,0,,71,100,
87648,note_on,,,,,32,0,8,,,,,1,,67,100,
87712,note_off,,,,,64,0,7,,,,,0,,71,100,
87712,note_off,,,,,64,0,8,,,,,1,,67,100,
87744,note_on,,,,,32,0,8,,,,,1,,67,100,
87744,note_on,,,,,32,0,7,,,,,0,,71,100,
87808,note_off,,,,,256,0,11,,,,,4,,43,100,
87808,note_off,,,,,256,0,10,,,,,3,,71,100,
87808,note_off,,,,,256,0,9,,,,,2,,77,100,
87808,note_off,,,,,64,0,8,,,,,1,,67,100,
87808,note_off,,,,,256,0,12,,,,,5,,43,100,
87808,note_off,,,,,0,0,13,,,,,6,,62,100,
87808,note_off,,,,,256,0,14,,,,,6,,43,100,
87808,note_off,,,,,256,0,13,,,,,6,,59,100,
87808,note_off,,,,,64,0,7,,,,,0,,71,100,
87808,note_off,,,,,0,0,9,,,,,2,,74,100,
87840,note_on,,,,,32,0,8,,,,,1,,71,100,
87840,note_on,,,,,32,0,7,,,,,0,,74,100,
87904,note_off,,,,,64,0,7,,,,,0,,74,100,
87904,note_off,,,,,64,0,8,,,,,1,,71,100,
87936,note_on,,,,,32,0,7,,,,,0,,74,100,
87936,note_on,,,,,32,0,8,,,,,1,,71,100,
88000,note_off,,,,,64,0,8,,,,,1,,71,100,
88000,note_off,,,,,64,0,7,,,,,0,,74,100,
88032,note_on,,,,,32,0,8,,,,,1,,67,100,
88032,note_on,,,,,32,0,7,,,,,0,,71,100,
88096,note_off,,,,,64,0,7,,,,,0,,71,100,
88096,note_off,,,,,64,0,8,,,,,1,,67,100,
88128,note_on,,,,,32,0,7,,,,,0,,71,100,
88128,note_on,,,,,32,0,8,,,,,1,,67,100,
88192,note_off,,,,,64,0,8,,,,,1,,67,100,
88192,note_off,,,,,64,0,7,,,,,0,,71,100,
88224,note_on,,,,,32,0,8,,,,,1,,71,100,
88224,note_on,,,,,32,0,7,,,,,0,,74,100,
88288,note_off,,,,,64,0,8,,,,,1,,71,100,
88288,note_off,,,,,64,0,7,,,,,0,,74,100,
88320,note_on,,,,,32,0,7,,,,,0,,74,100,
88320,note_on,,,,,32,0,8,,,,,1,,71,100,
88384,note_off,,,,,64,0,7,,,,,0,,74,100,
88384,note_off,,,,,64,0,8,,,,,1,,71,100,
88416,note_on,,,,,32,0,7,,,,,0,,71,100,
88416,note_on,,,,,32,0,8,,,,,1,,67,100,
88480,note_off,,,,,64,0,7,,,,,0,,71,100,
88480,note_off,,,,,64,0,8,,,,,1,,67,100,
88512,note_on,,,,,32,0,8,,,,,1,,67,100,
88512,note_on,,,,,32,0,7,,,,,0,,71,100,
88576,note_off,,,,,64,0,8,,,,,1,,67,100,
88576,note_off,,,,,64,0,7,,,,,0,,71,100,
88608,note_on,,,,,32,0,8,,,,,1,,71,100,
88608,note_on,,,,,32,0,7,,,,,0,,74,100,
88672,note_off,,,,,64,0,8,,,,,1,,71,100,
88672,note_off,,,,,64,0,7,,,,,0,,74,100,
88704,note_on,,,,,0,0,9,,,,,2,,76,85,
88704,note_on,,,,,896,0,9,,,,,2,,72,85,
88704,note_on,,,,,32,0,8,,,,,1,,72,100,
88704,note_on,,,,,896,0,11,,,,,4,,48,85,
88704,note_on,,,,,896,0,10,,,,,3,,67,85,
88704,note_on,,,,,896,0,12,,,,,5,,36,85,
88704,note_on,,,,,896,0,14,,,,,6,,48,100,
88704,note_on,,,,,32,0,7,,,,,0,,76,100,
88704,note_on,,,,,0,0,13,,,,,6,,67,100,
88704,note_on,,,,,896,0,13,,,,,6,,64,100,
88768,note_off,,,,,64,0,7,,,,,0,,76,100,
88768,note_off,,,,,64,0,8,,,,,1,,72,100,
88800,note_on,,,,,32,0,8,,,,,1,,67,100,
88800,note_on,,,,,32,0,7,,,,,0,,72,100,
88864,note_off,,,,,64,0,8,,,,,1,,67,100,
88864,note_off,,,,,64,0,7,,,,,0,,72,100,
88896,note_on,,,,,32,0,8,,,,,1,,67,100,
88896,note_on,,,,,32,0,7,,,,,0,,72,100,
88960,note_off,,,,,256,0,10,,,,,3,,67,100,
88960,note_off,,,,,256,0,11,,,,,4,,48,100,
88960,note_off,,,,,64,0,8,,,,,1,,67,100,
88960,note_off,,,,,0,0,13,,,,,6,,67,100,
88960,note_off,,,,,256,0,12,,,,,5,,36,100,
88960,note_off,,,,,256,0,14,,,,,6,,48,100,
88960,note_off,,,,,256,0,13,,,,,6,,64,100,
88960,note_off,,,,,256,0,9,,,,,2,,72,100,
88960,note_off,,,,,0,0,9,,,,,2,,76,100,
88960,note_off,,,,,64,0,7,,,,,0,,72,100,
88992,note_on,,,,,32,0,7,,,,,0,,76,100,
88992,note_on,,,,,32,0,8,,,,,1,,72,100,
89056,note_off,,,,,64,0,8,,,,,1,,72,100,
89056,note_off,,,,,64,0,7,,,,,0,,76,100,
89088,note_on,,,,,32,0,7,,,,,0,,76,100,
89088,note_on,,,,,32,0,8,,,,,1,,72,100,
89152,note_off,,,,,64,0,7,,,,,0,,76,100,
89152,note_off,,,,,64,0,8,,,,,1,,72,100,
89184,note_on,,,,,32,0,7,,,,,0,,72,100,
89184,note_on,,,,,32,0,8,,,,,1,,67,100,
89248,note_off,,,,,64,0,7,,,,,0,,72,100,
89248,note_off,,,,,64,0,8,,,,,1,,67,100,
89280,note_on,,,,,32,0,8,,,,,1,,67,100,
89280,note_on,,,,,32,0,7,,,,,0,,72,100,
89344,note_off,,,,,64,0,7,,,,,0,,72,100,
89344,note_off,,,,,64,0,8,,,,,1,,67,100,
89376,note_on,,,,,32,0,7,,,,,0,,76,100,
89376,note_on,,,,,32,0,8,,,,,1,,72,100,
89440,note_off,,,,,64,0,7,,,,,0,,76,100,
89440,note_off,,,,,64,0,8,,,,,1,,72,100,
89472,note_on,,,,,32,0,7,,,,,0,,76,100,
89472,note_on,,,,,32,0,8,,,,,1,,72,100,
89536,note_off,,,,,64,0,7,,,,,0,,76,100,
89536,note_off,,,,,64,0,8,,,,,1,,72,100,
89568,note_on,,,,,32,0,7,,,,,0,,72,100,
89568,note_on,,,,,32,0,8,,,,,1,,67,100,
89632,note_off,,,,,64,0,8,,,,,1,,67,100,
89632,note_off,,,,,64,0,7,,,,,0,,72,100,
89664,note_on,,,,,32,0,8,,,,,1,,67,100,
89664,note_on,,,,,32,0,7,,,,,0,,72,100,
89728,note_off,,,,,64,0,8,,,,,1,,67,100,
89728,note_off,,,,,64,0,7,,,,,0,,72,100,
89760,note_on,,,,,32,0,7,,,,,0,,76,100,
89760,note_on,,,,,32,0,8,,,,,1,,72,100,
89824,note_off,,,,,64,0,8,,,,,1,,72,100,
89824,note_off,,,,,64,0,7,,,,,0,,76,100,
89856,note_on,,,,,896,0,12,,,,,5,,41,85,
89856,note_on,,,,,32,0,7,,,,,0,,72,100,
89856,note_on,,,,,896,0,11,,,,,4,,53,85,
89856,note_on,,,,,0,0,13,,,,,6,,64,100,
89856,note_on,,,,,32,0,8,,,,,1,,69,100,
89856,note_on,,,,,0,0,9,,,,,2,,72,85,
89856,note_on,,,,,896,0,14,,,,,6,,53,100,
89856,note_on,,,,,896,0,9,,,,,2,,76,85,
89856,note_on,,,,,896,0,13,,,,,6,,60,100,
89856,note_on,,,,,896,0,10,,,,,3,,69,85,
89920,note_off,,,,,64,0,8,,,,,1,,69,100,
89920,note_off,,,,,64,0,7,,,,,0,,72,100,
89952,note_on,,,,,32,0,8,,,,,1,,65,100,
89952,note_on,,,,,32,0,7,,,,,0,,69,100,
90016,note_off,,,,,64,0,7,,,,,0,,69,100,
90016,note_off,,,,,64,0,8,,,,,1,,65,100,
90048,note_on,,,,,32,0,7,,,,,0,,69,100,
90048,note_on,,,,,32,0,8,,,,,1,,65,100,
90112,note_off,,,,,64,0,8,,,,,1,,65,100,
90112,note_off,,,,,256,0,10,,,,,3,,69,100,
90112,note_off,,,,,256,0,11,,,,,4,,53,100,
90112,note_off,,,,,64,0,7,,,,,0,,69,100,
90112,note_off,,,,,256,0,14,,,,,6,,53,100,
90112,note_off,,,,,256,0,13,,,,,6,,60,100,
90112,note_off,,,,,0,0,13,,,,,6,,64,100,
90112,note_off,,,,,256,0,9,,,,,2,,76,100,
90112,note_off,,,,,0,0,9,,,,,2,,72,100,
90112,note_off,,,,,256,0,12,,,,,5,,41,100,
90144,note_on,,,,,32,0,7,,,,,0,,72,100,
90144,note_on,,,,,32,0,8,,,,,1,,69,100,
90208,note_off,,,,,64,0,8,,,,,1,,69,100,
90208,note_off,,,,,64,0,7,,,,,0,,72,100,
90240,note_on,,,,,32,0,7,,,,,0,,72,100,
90240,note_on,,,,,32,0,8,,,,,1,,69,100,
90304,note_off,,,,,64,0,7,,,,,0,,72,100,
90304,note_off,,,,,64,0,8,,,,,1,,69,100,
90336,note_on,,,,,32,0,7,,,,,0,,69,100,
90336,note_on,,,,,32,0,8,,,,,1,,65,100,
90400,note_off,,,,,64,0,8,,,,,1,,65,100,
90400,note_off,,,,,64,0,7,,,,,0,,69,100,
90432,note_on,,,,,32,0,7,,,,,0,,69,100,
90432,note_on,,,,,32,0,8,,,,,1,,65,100,
90496,note_off,,,,,64,0,7,,,,,0,,69,100,
90496,note_off,,,,,64,0,8,,,,,1,,65,100,
90528,note_on,,,,,32,0,8,,,,,1,,69,100,
90528,note_on,,,,,32,0,7,,,,,0,,72,100,
90592,note_off,,,,,64,0,7,,,,,0,,72,100,
90592,note_off,,,,,64,0,8,,,,,1,,69,100,
90624,note_on,,,,,32,0,7,,,,,0,,72,100,
90624,note_on,,,,,32,0,8,,,,,1,,69,100,
90688,note_off,,,,,64,0,8,,,,,1,,69,100,
90688,note_off,,,,,64,0,7,,,,,0,,72,100,
90720,note_on,,,,,32,0,7,,,,,0,,69,100,
90720,note_on,,,,,32,0,8,,,,,1,,65,100,
90784,note_off,,,,,64,0,7,,,,,0,,69,100,
90784,note_off,,,,,64,0,8,,,,,1,,65,100,
90816,note_on,,,,,32,0,7,,,,,0,,69,100,
90816,note_on,,,,,32,0,8,,,,,1,,65,100,
90880,note_off,,,,,64,0,7,,,,,0,,69,100,
90880,note_off,,,,,64,0,8,,,,,1,,65,100,
90912,note_on,,,,,32,0,8,,,,,1,,69,100,
90912,note_on,,,,,32,0,7,,,,,0,,72,100,
90976,note_off,,,,,64,0,7,,,,,0,,72,100,
90976,note_off,,,,,64,0,8,,,,,1,,69,100,
91008,note_on,,,,,32,0,8,,,,,1,,71,100,
91008,note_on,,,,,32,0,7,,,,,0,,74,100,
91008,note_on,,,,,896,0,12,,,,,5,,35,85,
91008,note_on,,,,,896,0,11,,,,,4,,47,85,
91008,note_on,,,,,896,0,10,,,,,3,,65,85,
91008,note_on,,,,,896,0,9,,,,,2,,71,85,
91008,note_on,,,,,0,0,9,,,,,2,,77,85,
91008,note_on,,,,,0,0,13,,,,,6,,62,100,
91008,note_on,,,,,896,0,13,,,,,6,,67,100,
91008,note_on,,,,,896,0,14,,,,,6,,47,100,
91072,note_off,,,,,64,0,8,,,,,1,,71,100,
91072,note_off,,,,,64,0,7,,,,,0,,74,100,
91104,note_on,,,,,32,0,8,,,,,1,,65,100,
91104,note_on,,,,,32,0,7,,,,,0,,71,100,
91168,note_off,,,,,64,0,8,,,,,1,,65,100,
91168,note_off,,,,,64,0,7,,,,,0,,71,100,
91200,note_on,,,,,32,0,7,,,,,0,,71,100,
91200,note_on,,,,,32,0,8,,,,,1,,65,100,
91264,note_off,,,,,256,0,11,,,,,4,,47,100,
91264,note_off,,,,,256,0,13,,,,,6,,67,100,
91264,note_off,,,,,0,0,13,,,,,6,,62,100,
91264,note_off,,,,,256,0,14,,,,,6,,47,100,
91264,note_off,,,,,64,0,8,,,,,1,,65,100,
91264,note_off,,,,,64,0,7,,,,,0,,71,100,
91264,note_off,,,,,0,0,9,,,,,2,,77,100,
91264,note_off,,,,,256,0,9,,,,,2,,71,100,
91264,note_off,,,,,256,0,10,,,,,3,,65,100,
91264,note_off,,,,,256,0,12,,,,,5,,35,100,
91296,note_on,,,,,32,0,7,,,,,0,,74,100,
91296,note_on,,,,,32,0,8,,,,,1,,71,100,
91360,note_off,,,,,64,0,7,,,,,0,,74,100,
91360,note_off,,,,,64,0,8,,,,,1,,71,100,
91392,note_on,,,,,32,0,8,,,,,1,,71,100,
91392,note_on,,,,,32,0,7,,,,,0,,74,100,
91456,note_off,,,,,64,0,8,,,,,1,,71,100,
91456,note_off,,,,,64,0,7,,,,,0,,74,100,
91488,note_on,,,,,32,0,7,,,,,0,,71,100,
91488,note_on,,,,,32,0,8,,,,,1,,65,100,
91552,note_off,,,,,64,0,7,,,,,0,,71,100,
91552,note_off,,,,,64,0,8,,,,,1,,65,100,
91584,note_on,,,,,32,0,7,,,,,0,,71,100,
91584,note_on,,,,,32,0,8,,,,,1,,65,100,
91648,note_off,,,,,64,0,7,,,,,0,,71,100,
91648,note_off,,,,,64,0,8,,,,,1,,65,100,
91680,note_on,,,,,32,0,7,,,,,0,,74,100,
91680,note_on,,,,,32,0,8,,,,,1,,71,100,
91744,note_off,,,,,64,0,7,,,,,0,,74,100,
91744,note_off,,,,,64,0,8,,,,,1,,71,100,
91776,note_on,,,,,32,0,8,,,,,1,,71,100,
91776,note_on,,,,,32,0,7,,,,,0,,74,100,
91840,note_off,,,,,64,0,7,,,,,0,,74,100,
91840,note_off,,,,,64,0,8,,,,,1,,71,100,
91872,note_on,,,,,32,0,7,,,,,0,,71,100,
91872,note_on,,,,,32,0,8,,,,,1,,65,100,
91936,note_off,,,,,64,0,7,,,,,0,,71,100,
91936,note_off,,,,,64,0,8,,,,,1,,65,100,
91968,note_on,,,,,32,0,7,,,,,0,,71,100,
91968,note_on,,,,,32,0,8,,,,,1,,65,100,
92032,note_off,,,,,64,0,7,,,,,0,,71,100,
92032,note_off,,,,,64,0,8,,,,,1,,65,100,
92064,note_on,,,,,32,0,7,,,,,0,,74,100,
92064,note_on,,,,,32,0,8,,,,,1,,71,100,
92128,note_off,,,,,64,0,7,,,,,0,,74,100,
92128,note_off,,,,,64,0,8,,,,,1,,71,100,
92160,note_on,,,,,896,0,14,,,,,6,,52,100,
92160,note_on,,,,,32,0,8,,,,,1,,68,100,
92160,note_on,,,,,0,0,9,,,,,2,,71,85,
92160,note_on,,,,,896,0,13,,,,,6,,68,100,
92160,note_on,,,,,896,0,12,,,,,5,,40,85,
92160,note_on,,,,,896,0,9,,,,,2,,74,85,
92160,note_on,,,,,896,0,10,,,,,3,,68,85,
92160,note_on,,,,,896,0,11,,,,,4,,52,85,
92160,note_on,,,,,32,0,7,,,,,0,,71,100,
92160,note_on,,,,,0,0,13,,,,,6,,62,100,
92224,note_off,,,,,64,0,7,,,,,0,,71,100,
92224,note_off,,,,,64,0,8,,,,,1,,68,100,
92256,note_on,,,,,32,0,8,,,,,1,,64,100,
92256,note_on,,,,,32,0,7,,,,,0,,68,100,
92320,note_off,,,,,64,0,8,,,,,1,,64,100,
92320,note_off,,,,,64,0,7,,,,,0,,68,100,
92352,note_on,,,,,32,0,7,,,,,0,,68,100,
92352,note_on,,,,,32,0,8,,,,,1,,64,100,
92416,note_off,,,,,256,0,14,,,,,6,,52,100,
92416,note_off,,,,,64,0,8,,,,,1,,64,100,
92416,note_off,,,,,256,0,12,,,,,5,,40,100,
92416,note_off,,,,,256,0,10,,,,,3,,68,100,
92416,note_off,,,,,256,0,9,,,,,2,,74,100,
92416,note_off,,,,,0,0,9,,,,,2,,71,100,
92416,note_off,,,,,256,0,13,,,,,6,,68,100,
92416,note_off,,,,,0,0,13,,,,,6,,62,100,
92416,note_off,,,,,256,0,11,,,,,4,,52,100,
92416,note_off,,,,,64,0,7,,,,,0,,68,100,
92448,note_on,,,,,32,0,8,,,,,1,,68,100,
92448,note_on,,,,,32,0,7,,,,,0,,71,100,
92512,note_off,,,,,64,0,8,,,,,1,,68,100,
92512,note_off,,,,,64,0,7,,,,,0,,71,100,
92544,note_on,,,,,32,0,7,,,,,0,,71,100,
92544,note_on,,,,,32,0,8,,,,,1,,68,100,
92608,note_off,,,,,64,0,7,,,,,0,,71,100,
92608,note_off,,,,,64,0,8,,,,,1,,68,100,
92640,note_on,,,,,32,0,7,,,,,0,,68,100,
92640,note_on,,,,,32,0,8,,,,,1,,64,100,
92704,note_off,,,,,64,0,8,,,,,1,,64,100,
92704,note_off,,,,,64,0,7,,,,,0,,68,100,
92736,note_on,,,,,32,0,8,,,,,1,,64,100,
92736,note_on,,,,,32,0,7,,,,,0,,68,100,
92800,note_off,,,,,64,0,7,,,,,0,,68,100,
92800,note_off,,,,,64,0,8,,,,,1,,64,100,
92832,note_on,,,,,32,0,8,,,,,1,,68,100,
92832,note_on,,,,,32,0,7,,,,,0,,71,100,
92896,note_off,,,,,64,0,7,,,,,0,,71,100,
92896,note_off,,,,,64,0,8,,,,,1,,68,100,
92928,note_on,,,,,32,0,7,,,,,0,,71,100,
92928,note_on,,,,,32,0,8,,,,,1,,68,100,
92992,note_off,,,,,64,0,7,,,,,0,,71,100,
92992,note_off,,,,,64,0,8,,,,,1,,68,100,
93024,note_on,,,,,32,0,7,,,,,0,,68,100,
93024,note_on,,,,,32,0,8,,,,,1,,64,100,
93088,note_off,,,,,64,0,7,,,,,0,,68,100,
93088,note_off,,,,,64,0,8,,,,,1,,64,100,
93120,note_on,,,,,32,0,7,,,,,0,,68,100,
93120,note_on,,,,,32,0,8,,,,,1,,64,100,
93184,note_off,,,,,64,0,8,,,,,1,,64,100,
93184,note_off,,,,,64,0,7,,,,,0,,68,100,
93216,note_on,,,,,32,0,8,,,,,1,,68,100,
93216,note_on,,,,,32,0,7,,,,,0,,71,100,
93280,note_off,,,,,64,0,8,,,,,1,,68,100,
93280,note_off,,,,,64,0,7,,,,,0,,71,100,
93312,note_on,,,,,0,0,9,,,,,2,,72,100,
93312,note_on,,,,,32,0,8,,,,,1,,69,100,
93312,note_on,,,,,0,0,13,,,,,6,,69,100,
93312,note_on,,,,,896,0,13,,,,,6,,60,100,
93312,note_on,,,,,896,0,11,,,,,4,,45,100,
93312,note_on,,,,,896,0,9,,,,,2,,69,100,
93312,note_on,,,,,896,0,14,,,,,6,,45,100,
93312,note_on,,,,,896,0,12,,,,,5,,33,100,
93312,note_on,,,,,32,0,7,,,,,0,,72,100,
93312,note_on,,,,,896,0,10,,,,,3,,64,100,
93440,note_off,,,,,128,0,7,,,,,0,,72,100,
93440,note_off,,,,,0,0,9,,,,,2,,72,100,
93440,note_off,,,,,128,0,9,,,,,2,,69,100,
93440,note_off,,,,,128,0,11,,,,,4,,45,100,
93440,note_off,,,,,128,0,12,,,,,5,,33,100,
93440,note_off,,,,,128,0,10,,,,,3,,64,100,
93440,note_off,,,,,128,0,14,,,,,6,,45,100,
93440,note_off,,,,,128,0,8,,,,,1,,69,100,
93440,note_off,,,,,128,0,13,,,,,6,,60,100,
93440,note_off,,,,,0,0,13,,,,,6,,69,100,
93504,note_on,,,,,64,0,10,,,,,3,,72,100,
93504,note_on,,,,,64,0,12,,,,,5,,48,100,
93504,note_on,,,,,64,0,11,,,,,4,,60,100,
93504,note_on,,,,,64,0,14,,,,,6,,60,100,
93504,note_on,,,,,64,0,9,,,,,2,,72,100,
93504,note_on,,,,,64,0,13,,,,,6,,72,100,
93632,note_off,,,,,128,0,12,,,,,5,,48,100,
93632,note_off,,,,,128,0,10,,,,,3,,72,100,
93632,note_off,,,,,128,0,11,,,,,4,,60,100,
93632,note_off,,,,,128,0,9,,,,,2,,72,100,
93632,note_off,,,,,128,0,14,,,,,6,,60,100,
93632,note_off,,,,,128,0,13,,,,,6,,72,100,
93696,note_on,,,,,64,0,13,,,,,6,,71,100,
93696,note_on,,,,,64,0,9,,,,,2,,71,100,
93696,note_on,,,,,64,0,12,,,,,5,,47,100,
93696,note_on,,,,,64,0,10,,,,,3,,71,100,
93696,note_on,,,,,64,0,11,,,,,4,,59,100,
93696,note_on,,,,,64,0,14,,,,,6,,59,100,
93824,note_off,,,,,128,0,11,,,,,4,,59,100,
93824,note_off,,,,,128,0,9,,,,,2,,71,100,
93824,note_off,,,,,128,0,14,,,,,6,,59,100,
93824,note_off,,,,,128,0,10,,,,,3,,71,100,
93824,note_off,,,,,128,0,12,,,,,5,,47,100,
93824,note_off,,,,,128,0,13,,,,,6,,71,100,
93888,note_on,,,,,64,0,9,,,,,2,,69,100,
93888,note_on,,,,,64,0,14,,,,,6,,57,100,
93888,note_on,,,,,64,0,11,,,,,4,,57,100,
93888,note_on,,,,,64,0,13,,,,,6,,69,100,
93888,note_on,,,,,64,0,12,,,,,5,,45,100,
93888,note_on,,,,,64,0,10,,,,,3,,69,100,
94016,note_off,,,,,128,0,14,,,,,6,,57,100,
94016,note_off,,,,,128,0,13,,,,,6,,69,100,
94016,note_off,,,,,128,0,9,,,,,2,,69,100,
94016,note_off,,,,,128,0,10,,,,,3,,69,100,
94016,note_off,,,,,128,0,11,,,,,4,,57,100,
94016,note_off,,,,,128,0,12,,,,,5,,45,100,
94080,note_on,,,,,64,0,10,,,,,3,,67,100,
94080,note_on,,,,,64,0,13,,,,,6,,67,100,
94080,note_on,,,,,64,0,14,,,,,6,,55,100,
94080,note_on,,,,,64,0,11,,,,,4,,55,100,
94080,note_on,,,,,64,0,12,,,,,5,,43,100,
94080,note_on,,,,,64,0,9,,,,,2,,67,100,
94208,note_off,,,,,128,0,10,,,,,3,,67,100,
94208,note_off,,,,,128,0,13,,,,,6,,67,100,
94208,note_off,,,,,128,0,9,,,,,2,,67,100,
94208,note_off,,,,,128,0,14,,,,,6,,55,100,
94208,note_off,,,,,128,0,12,,,,,5,,43,100,
94208,note_off,,,,,128,0,11,,,,,4,,55,100,
94272,note_on,,,,,64,0,9,,,,,2,,65,100,
94272,note_on,,,,,64,0,10,,,,,3,,65,100,
94272,note_on,,,,,64,0,13,,,,,6,,65,100,
94272,note_on,,,,,64,0,11,,,,,4,,53,100,
94272,note_on,,,,,64,0,14,,,,,6,,53,100,
94272,note_on,,,,,64,0,12,,,,,5,,41,100,
94400,note_off,,,,,128,0,12,,,,,5,,41,100,
94400,note_off,,,,,128,0,13,,,,,6,,65,100,
94400,note_off,,,,,128,0,9,,,,,2,,65,100,
94400,note_off,,,,,128,0,10,,,,,3,,65,100,
94400,note_off,,,,,128,0,11,,,,,4,,53,100,
94400,note_off,,,,,128,0,14,,,,,6,,53,100,
94464,note_on,,,,,64,0,12,,,,,5,,40,100,
94464,note_on,,,,,64,0,9,,,,,2,,64,100,
94464,note_on,,,,,64,0,10,,,,,3,,64,100,
94464,note_on,,,,,64,0,11,,,,,4,,52,100,
94464,note_on,,,,,64,0,14,,,,,6,,52,100,
94464,note_on,,,,,64,0,13,,,,,6,,64,100,
94592,note_off,,,,,128,0,14,,,,,6,,52,100,
94592,note_off,,,,,128,0,13,,,,,6,,64,100,
94592,note_off,,,,,128,0,10,,,,,3,,64,100,
94592,note_off,,,,,128,0,11,,,,,4,,52,100,
94592,note_off,,,,,128,0,12,,,,,5,,40,100,
94592,note_off,,,,,128,0,9,,,,,2,,64,100,
94656,note_on,,,,,64,0,9,,,,,2,,69,100,
94656,note_on,,,,,64,0,11,,,,,4,,57,100,
94656,note_on,,,,,64,0,13,,,,,6,,69,100,
94656,note_on,,,,,64,0,14,,,,,6,,57,100,
94656,note_on,,,,,64,0,12,,,,,5,,45,100,
94656,note_on,,,,,64,0,10,,,,,3,,69,100,
94784,note_off,,,,,128,0,10,,,,,3,,69,100,
94784,note_off,,,,,128,0,13,,,,,6,,69,100,
94784,note_off,,,,,128,0,9,,,,,2,,69,100,
94784,note_off,,,,,128,0,12,,,,,5,,45,100,
94784,note_off,,,,,128,0,14,,,,,6,,57,100,
94784,note_off,,,,,128,0,11,,,,,4,,57,100,
94848,note_on,,,,,64,0,14,,,,,6,,55,100,
94848,note_on,,,,,64,0,9,,,,,2,,67,100,
94848,note_on,,,,,64,0,11,,,,,4,,55,100,
94848,note_on,,,,,64,0,10,,,,,3,,67,100,
94848,note_on,,,,,64,0,13,,,,,6,,67,100,
94848,note_on,,,,,64,0,12,,,,,5,,43,100,
94976,note_off,,,,,128,0,11,,,,,4,,55,100,
94976,note_off,,,,,128,0,12,,,,,5,,43,100,
94976,note_off,,,,,128,0,13,,,,,6,,67,100,
94976,note_off,,,,,128,0,10,,,,,3,,67,100,
94976,note_off,,,,,128,0,14,,,,,6,,55,100,
94976,note_off,,,,,128,0,9,,,,,2,,67,100,
95040,note_on,,,,,64,0,10,,,,,3,,65,100,
95040,note_on,,,,,64,0,14,,,,,6,,53,100,
95040,note_on,,,,,64,0,12,,,,,5,,41,100,
95040,note_on,,,,,64,0,13,,,,,6,,65,100,
95040,note_on,,,,,64,0,9,,,,,2,,65,100,
95040,note_on,,,,,64,0,11,,,,,4,,53,100,
95168,note_off,,,,,128,0,12,,,,,5,,41,100,
95168,note_off,,,,,128,0,11,,,,,4,,53,100,
95168,note_off,,,,,128,0,14,,,,,6,,53,100,
95168,note_off,,,,,128,0,13,,,,,6,,65,100,
95168,note_off,,,,,128,0,9,,,,,2,,65,100,
95168,note_off,,,,,128,0,10,,,,,3,,65,100,
95232,note_on,,,,,64,0,13,,,,,6,,64,100,
95232,note_on,,,,,64,0,12,,,,,5,,40,100,
95232,note_on,,,,,64,0,14,,,,,6,,52,100,
95232,note_on,,,,,64,0,11,,,,,4,,52,100,
95232,note_on,,,,,64,0,9,,,,,2,,64,100,
95232,note_on,,,,,64,0,10,,,,,3,,64,100,
95360,note_off,,,,,128,0,13,,,,,6,,64,100,
95360,note_off,,,,,128,0,11,,,,,4,,52,100,
95360,note_off,,,,,128,0,12,,,,,5,,40,100,
95360,note_off,,,,,128,0,14,,,,,6,,52,100,
95360,note_off,,,,,128,0,10,,,,,3,,64,100,
95360,note_off,,,,,128,0,9,,,,,2,,64,100,
95424,note_on,,,,,64,0,12,,,,,5,,38,100,
95424,note_on,,,,,64,0,13,,,,,6,,62,100,
95424,note_on,,,,,64,0,14,,,,,6,,50,100,
95424,note_on,,,,,64,0,10,,,,,3,,62,100,
95424,note_on,,,,,64,0,9,,,,,2,,62,100,
95424,note_on,,,,,64,0,11,,,,,4,,50,100,
95552,note_off,,,,,128,0,13,,,,,6,,62,100,
95552,note_off,,,,,128,0,10,,,,,3,,62,100,
95552,note_off,,,,,128,0,9,,,,,2,,62,100,
95552,note_off,,,,,128,0,14,,,,,6,,50,100,
