tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,program,channel,control,value,note,velocity
117280,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
117360,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
117360,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
117420,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
117420,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
117420,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
117420,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
117440,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
117440,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
117440,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
117440,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
117580,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
117580,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
117580,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
117580,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
117600,note_on,240,0,2,,,,,,,,,,,,,,1,,,34,90
117600,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
117760,note_on,180,0,1,,,,,,,,,,,,,,0,,,57,90
117760,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
117760,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
117760,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
117840,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
117840,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
117900,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
117900,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
117900,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
117900,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
117920,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
117920,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
117920,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
117920,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
118060,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
118060,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
118060,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
118060,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
118080,note_off,960,0,5,,,,,,,,,,,,,,4,,,65,64
118080,note_on,240,0,2,,,,,,,,,,,,,,1,,,34,90
118080,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
118240,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
118240,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
118240,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
118240,note_on,180,0,1,,,,,,,,,,,,,,0,,,65,90
118320,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
118320,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
118380,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
118380,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
118380,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
118380,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
118400,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
118400,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
118400,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
118400,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
118540,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
118540,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
118540,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
118540,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
118560,note_on,480,0,5,,,,,,,,,,,,,,4,,,72,90
118560,note_on,240,0,2,,,,,,,,,,,,,,1,,,34,90
118560,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
118720,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
118720,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
118720,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
118720,note_on,180,0,1,,,,,,,,,,,,,,0,,,57,90
118800,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
118800,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
118860,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
118860,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
118860,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
118860,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
118880,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
118880,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
118880,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
118880,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
119020,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
119020,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
119020,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
119020,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
119040,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
119040,note_on,240,0,2,,,,,,,,,,,,,,1,,,34,90
119040,note_off,480,0,5,,,,,,,,,,,,,,4,,,72,64
119040,note_on,0,0,5,,,,,,,,,,,,,,4,,,74,90
119200,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
119200,note_on,180,0,1,,,,,,,,,,,,,,0,,,65,90
119200,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
119200,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
119280,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
119280,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
119340,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
119340,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
119340,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
119340,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
119360,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
119360,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
119360,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
119360,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
119500,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
119500,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
119500,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
119500,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
119520,note_on,240,0,2,,,,,,,,,,,,,,1,,,34,90
119520,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
119680,note_on,180,0,1,,,,,,,,,,,,,,0,,,58,90
119680,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
119680,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
119680,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
119760,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
119760,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
119820,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
119820,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
119820,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
119820,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
119840,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
119840,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
119840,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
119840,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
119980,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
119980,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
119980,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
119980,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
120000,note_on,240,0,2,,,,,,,,,,,,,,1,,,34,90
120000,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
120160,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
120160,note_on,180,0,1,,,,,,,,,,,,,,0,,,65,90
120160,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
120160,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
120240,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
120240,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
120300,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
120300,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
120300,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
120300,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
120320,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
120320,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
120320,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
120320,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
120460,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
120460,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
120460,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
120460,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
120480,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
120480,note_on,240,0,2,,,,,,,,,,,,,,1,,,34,90
120480,note_on,0,0,5,,,,,,,,,,,,,,4,,,70,90
120480,note_off,1440,0,5,,,,,,,,,,,,,,4,,,74,64
120640,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
120640,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
120640,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
120640,note_on,180,0,1,,,,,,,,,,,,,,0,,,58,90
120720,note_off,240,0,2,,,,,,,,,,,,,,1,,,34,64
120720,note_off,0,0,2,,,,,,,,,,,,,,1,,,46,64
120780,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
120780,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
120780,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
120780,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
120800,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
120800,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
120800,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
120800,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
120940,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
120940,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
120940,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
120940,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
120960,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
120960,note_on,0,0,5,,,,,,,,,,,,,,4,,,77,90
120960,note_off,480,0,5,,,,,,,,,,,,,,4,,,70,64
120960,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
121120,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
121120,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
121120,note_on,180,0,1,,,,,,,,,,,,,,0,,,65,90
121200,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
121200,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
121260,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
121260,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
121260,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
121280,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
121280,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
121280,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
121420,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
121420,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
121420,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
121440,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
121440,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
121600,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
121600,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
121600,note_on,180,0,1,,,,,,,,,,,,,,0,,,57,90
121680,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
121680,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
121740,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
121740,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
121740,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
121760,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
121760,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
121760,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
121900,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
121900,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
121900,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
121920,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
121920,note_off,960,0,5,,,,,,,,,,,,,,4,,,77,64
121920,note_on,0,0,5,,,,,,,,,,,,,,4,,,72,90
121920,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
122080,note_on,180,0,1,,,,,,,,,,,,,,0,,,65,90
122080,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
122080,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
122160,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
122160,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
122220,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
122220,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
122220,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
122240,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
122240,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
122240,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
122380,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
122380,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
122380,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
122400,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
122400,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
122560,note_on,180,0,1,,,,,,,,,,,,,,0,,,57,90
122560,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
122560,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
122640,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
122640,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
122700,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
122700,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
122700,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
122720,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
122720,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
122720,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
122860,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
122860,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
122860,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
122880,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
122880,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
122880,note_on,0,0,5,,,,,,,,,,,,,,4,,,72,90
122880,note_off,960,0,5,,,,,,,,,,,,,,4,,,72,64
123040,note_on,0,0,1,,,,,,,,,,,,,,0,,,55,90
123040,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
123040,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
123040,note_on,180,0,1,,,,,,,,,,,,,,0,,,64,90
123120,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
123120,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
123180,note_off,140,0,1,,,,,,,,,,,,,,0,,,64,64
123180,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
123180,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
123180,note_off,0,0,1,,,,,,,,,,,,,,0,,,55,64
123200,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
123200,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
123200,note_on,0,0,1,,,,,,,,,,,,,,0,,,55,90
123200,note_on,20,0,1,,,,,,,,,,,,,,0,,,64,90
123340,note_off,0,0,1,,,,,,,,,,,,,,0,,,55,64
123340,note_off,140,0,1,,,,,,,,,,,,,,0,,,64,64
123340,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
123340,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
123360,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
123360,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
123360,note_on,0,0,5,,,,,,,,,,,,,,4,,,71,90
123360,note_off,480,0,5,,,,,,,,,,,,,,4,,,72,64
123520,note_on,180,0,1,,,,,,,,,,,,,,0,,,55,90
123520,note_on,0,0,1,,,,,,,,,,,,,,0,,,64,90
123520,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
123520,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
123520,note_off,160,0,5,,,,,,,,,,,,,,4,,,71,64
123520,note_on,0,0,5,,,,,,,,,,,,,,4,,,72,90
123600,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
123600,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
123660,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
123660,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
123660,note_off,140,0,1,,,,,,,,,,,,,,0,,,55,64
123660,note_off,0,0,1,,,,,,,,,,,,,,0,,,64,64
123680,note_on,0,0,5,,,,,,,,,,,,,,4,,,74,90
123680,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
123680,note_off,160,0,5,,,,,,,,,,,,,,4,,,72,64
123680,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
123680,note_on,0,0,1,,,,,,,,,,,,,,0,,,64,90
123680,note_on,20,0,1,,,,,,,,,,,,,,0,,,55,90
123820,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
123820,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
123820,note_off,140,0,1,,,,,,,,,,,,,,0,,,55,64
123820,note_off,0,0,1,,,,,,,,,,,,,,0,,,64,64
123840,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
123840,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
123840,note_on,0,0,5,,,,,,,,,,,,,,4,,,72,90
123840,note_off,160,0,5,,,,,,,,,,,,,,4,,,74,64
124000,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
124000,note_on,180,0,1,,,,,,,,,,,,,,0,,,64,90
124000,note_on,0,0,1,,,,,,,,,,,,,,0,,,55,90
124000,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
124080,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
124080,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
124140,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
124140,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
124140,note_off,0,0,1,,,,,,,,,,,,,,0,,,55,64
124140,note_off,140,0,1,,,,,,,,,,,,,,0,,,64,64
124160,note_on,0,0,1,,,,,,,,,,,,,,0,,,55,90
124160,note_on,20,0,1,,,,,,,,,,,,,,0,,,64,90
124160,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
124160,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
124300,note_off,140,0,1,,,,,,,,,,,,,,0,,,64,64
124300,note_off,0,0,1,,,,,,,,,,,,,,0,,,55,64
124300,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
124300,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
124320,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
124320,note_off,480,0,5,,,,,,,,,,,,,,4,,,72,64
124320,note_on,0,0,5,,,,,,,,,,,,,,4,,,64,90
124320,note_on,240,0,2,,,,,,,,,,,,,,1,,,36,90
124480,note_on,180,0,1,,,,,,,,,,,,,,0,,,55,90
124480,note_on,0,0,1,,,,,,,,,,,,,,0,,,64,90
124480,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
124480,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
124560,note_off,240,0,2,,,,,,,,,,,,,,1,,,36,64
124560,note_off,0,0,2,,,,,,,,,,,,,,1,,,48,64
124620,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
124620,note_off,0,0,1,,,,,,,,,,,,,,0,,,64,64
124620,note_off,140,0,1,,,,,,,,,,,,,,0,,,55,64
124620,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
124640,note_on,0,0,1,,,,,,,,,,,,,,0,,,64,90
124640,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
124640,note_on,20,0,1,,,,,,,,,,,,,,0,,,55,90
124640,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
124780,note_off,140,0,1,,,,,,,,,,,,,,0,,,55,64
124780,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
124780,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
124780,note_off,0,0,1,,,,,,,,,,,,,,0,,,64,64
124800,note_on,0,0,5,,,,,,,,,,,,,,4,,,65,90
124800,note_on,0,0,2,,,,,,,,,,,,,,1,,,41,90
124800,note_off,480,0,5,,,,,,,,,,,,,,4,,,64,64
124800,note_on,240,0,2,,,,,,,,,,,,,,1,,,29,90
124960,note_on,180,0,1,,,,,,,,,,,,,,0,,,65,90
124960,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
124960,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
124960,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
125040,note_off,240,0,2,,,,,,,,,,,,,,1,,,29,64
125040,note_off,0,0,2,,,,,,,,,,,,,,1,,,41,64
125100,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
125100,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
125100,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
125100,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
125120,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
125120,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
125120,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
125120,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
125260,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
125260,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
125260,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
125260,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
125280,note_on,0,0,2,,,,,,,,,,,,,,1,,,41,90
125280,note_on,240,0,2,,,,,,,,,,,,,,1,,,29,90
125440,note_on,180,0,1,,,,,,,,,,,,,,0,,,57,90
125440,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
125440,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
125440,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
125520,note_off,0,0,2,,,,,,,,,,,,,,1,,,41,64
125520,note_off,240,0,2,,,,,,,,,,,,,,1,,,29,64
125580,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
125580,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
125580,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
125580,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
125600,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
125600,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
125600,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
125600,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
125740,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
125740,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
125740,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
125740,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
125750,note_off,950,0,5,,,,,,,,,,,,,,4,,,65,64
125760,note_on,240,0,2,,,,,,,,,,,,,,1,,,29,90
125760,note_on,0,0,2,,,,,,,,,,,,,,1,,,41,90
125920,note_on,180,0,1,,,,,,,,,,,,,,0,,,65,90
125920,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
125920,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
125920,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
126000,note_off,0,0,2,,,,,,,,,,,,,,1,,,41,64
126000,note_off,240,0,2,,,,,,,,,,,,,,1,,,29,64
126060,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
126060,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
126060,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
126060,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
126080,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
126080,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
126080,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
126080,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
126220,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
126220,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
126220,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
126220,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
126240,note_on,240,0,2,,,,,,,,,,,,,,1,,,29,90
126240,note_on,0,0,2,,,,,,,,,,,,,,1,,,41,90
126240,note_on,490,0,5,,,,,,,,,,,,,,4,,,65,90
126400,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
126400,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
126400,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
126400,note_on,180,0,1,,,,,,,,,,,,,,0,,,57,90
126480,note_off,240,0,2,,,,,,,,,,,,,,1,,,29,64
126480,note_off,0,0,2,,,,,,,,,,,,,,1,,,41,64
126540,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
126540,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
126540,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
126540,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
126560,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
126560,note_on,0,0,1,,,,,,,,,,,,,,0,,,53,90
126560,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
126560,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
126700,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
126700,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
126700,note_off,0,0,1,,,,,,,,,,,,,,0,,,53,64
126700,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
126720,note_on,240,0,2,,,,,,,,,,,,,,1,,,29,90
126720,note_on,0,0,2,,,,,,,,,,,,,,1,,,41,90
126720,note_off,480,0,5,,,,,,,,,,,,,,4,,,65,64
126720,note_on,0,0,5,,,,,,,,,,,,,,4,,,72,90
