tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
28766,note_on,24,0,1,,,,,,,,,,,,,,,,0,,,69,0
28772,note_on,10,0,2,,,,,,,,,,,,,,,,0,,,72,102
28781,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,77,61
28781,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,53,64
28782,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,73
28805,note_on,23,0,1,,,,,,,,,,,,,,,,0,,,63,0
28821,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,72,0
28838,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,72,69
28854,note_on,82,0,2,,,,,,,,,,,,,,,,0,,,72,0
28865,note_on,11,0,2,,,,,,,,,,,,,,,,0,,,74,88
28884,note_on,46,0,1,,,,,,,,,,,,,,,,0,,,77,0
28891,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,53,0
28893,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,63,63
28896,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,63
28898,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,0
28902,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,72,0
28911,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,63,0
28930,note_on,65,0,2,,,,,,,,,,,,,,,,0,,,74,0
28939,note_on,9,0,2,,,,,,,,,,,,,,,,0,,,72,87
28946,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,41,72
28947,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,48,77
28947,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,81
28959,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,69,0
28972,control_change,13,0,1,,,,,,,,,,,,,,,,0,64,0,,
29003,note_on,31,0,1,,,,,,,,,,,,,,,,0,,,70,68
29004,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,54
29007,control_change,3,0,1,,,,,,,,,,,,,,,,0,64,127,,
29020,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,41,0
29025,note_on,86,0,2,,,,,,,,,,,,,,,,0,,,72,0
29036,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,53,0
29036,note_on,11,0,2,,,,,,,,,,,,,,,,0,,,74,91
29054,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,74,71
29057,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,65,55
29074,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,48,0
29091,note_on,55,0,2,,,,,,,,,,,,,,,,0,,,70,99
29093,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,74,0
29099,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,70,0
29109,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,70,76
29112,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,67
29112,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,77,65
29167,note_on,55,0,1,,,,,,,,,,,,,,,,0,,,65,0
29169,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,74,62
29189,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,74,0
29219,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,70,66
29222,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,65,0
29234,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,70,0
29267,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,77,0
29271,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,65,0
29274,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,74,0
29275,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,41,69
29276,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,82
29279,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,70,0
29331,note_on,52,0,1,,,,,,,,,,,,,,,,0,,,62,67
29331,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,70,74
29359,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,41,0
29361,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,53,0
29382,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,70,76
29389,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,74,37
29395,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,62,0
29397,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,70,0
29439,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,70,68
29439,note_on,42,0,1,,,,,,,,,,,,,,,,0,,,77,57
29467,note_on,374,0,2,,,,,,,,,,,,,,,,0,,,70,0
29473,note_on,34,0,1,,,,,,,,,,,,,,,,0,,,70,0
29494,note_on,27,0,2,,,,,,,,,,,,,,,,0,,,70,102
29496,note_on,23,0,1,,,,,,,,,,,,,,,,0,,,74,59
29548,note_on,52,0,1,,,,,,,,,,,,,,,,0,,,70,66
29552,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,74,0
29553,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,0
29555,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,70,0
29559,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,74,0
29563,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,70,0
29582,note_on,88,0,2,,,,,,,,,,,,,,,,0,,,70,0
29597,note_on,15,0,2,,,,,,,,,,,,,,,,0,,,72,108
29600,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,41,60
29601,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,71
29632,control_change,31,0,1,,,,,,,,,,,,,,,,0,64,0,,
29652,control_change,20,0,1,,,,,,,,,,,,,,,,0,64,127,,
29655,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,63,70
29656,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,69
29678,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,53,0
29678,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,41,0
29709,note_on,31,0,1,,,,,,,,,,,,,,,,0,,,72,64
29711,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,56
29717,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,63,0
29719,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,0
29763,note_on,44,0,1,,,,,,,,,,,,,,,,0,,,72,74
29764,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,66
29781,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,72,0
29818,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,72,57
29820,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,0
29821,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,46
29826,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,72,0
29828,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,77,0
29839,note_on,242,0,2,,,,,,,,,,,,,,,,0,,,72,0
29860,note_on,21,0,2,,,,,,,,,,,,,,,,0,,,72,97
29873,note_on,45,0,1,,,,,,,,,,,,,,,,0,,,69,67
29881,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,72,0
29886,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,69,0
29890,note_on,30,0,2,,,,,,,,,,,,,,,,0,,,72,0
29892,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,69,0
29912,note_on,22,0,2,,,,,,,,,,,,,,,,0,,,72,98
29927,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,41,54
29927,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,48,63
29928,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,62
29962,note_on,50,0,2,,,,,,,,,,,,,,,,0,,,72,0
29968,note_on,6,0,2,,,,,,,,,,,,,,,,0,,,71,90
29982,note_on,54,0,1,,,,,,,,,,,,,,,,0,,,63,68
30009,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,41,0
30020,note_on,52,0,2,,,,,,,,,,,,,,,,0,,,72,93
30027,note_on,7,0,2,,,,,,,,,,,,,,,,0,,,71,0
30036,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,72,67
30038,note_on,11,0,2,,,,,,,,,,,,,,,,0,,,72,0
30043,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,69,32
30049,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,48,0
30051,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,53,0
30080,note_on,42,0,2,,,,,,,,,,,,,,,,0,,,75,88
30094,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,77,49
30096,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,72,44
30116,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,63,0
30135,note_on,55,0,2,,,,,,,,,,,,,,,,0,,,74,97
30138,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,75,0
30153,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,72,47
30164,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,72,0
30166,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,0
30186,note_on,48,0,2,,,,,,,,,,,,,,,,0,,,72,95
30188,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,77,0
30191,note_on,5,0,2,,,,,,,,,,,,,,,,0,,,74,0
30203,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,72,0
30203,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,69,51
30209,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,69,0
30209,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,72,0
30241,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,70,91
30241,note_on,50,0,2,,,,,,,,,,,,,,,,0,,,72,0
30254,note_on,45,0,1,,,,,,,,,,,,,,,,0,,,55,67
30257,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,43,59
30289,control_change,32,0,1,,,,,,,,,,,,,,,,0,64,0,,
30315,note_on,26,0,1,,,,,,,,,,,,,,,,0,,,67,59
30318,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,62,38
30320,control_change,2,0,1,,,,,,,,,,,,,,,,0,64,127,,
30330,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,55,0
30338,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,43,0
30363,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,70,62
30369,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,62,35
30379,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,67,0
30404,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,62,0
30420,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,62,33
30421,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,67,47
30421,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,74,45
30471,note_on,50,0,1,,,,,,,,,,,,,,,,0,,,70,0
30476,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,70,49
30497,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,62,0
30528,note_on,31,0,1,,,,,,,,,,,,,,,,0,,,62,45
30531,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,67,54
30536,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,62,0
30539,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,67,0
30586,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,55,67
30586,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,74,0
30587,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,43,60
30593,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,62,0
30593,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,70,0
30597,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,67,0
30640,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,62,67
30675,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,55,0
30695,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,67,62
30703,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,43,0
30711,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,62,0
30744,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,70,79
30745,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,62,66
30745,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,55,69
30762,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,67,0
30768,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,70,0
30796,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,62,0
30804,note_on,563,0,2,,,,,,,,,,,,,,,,0,,,70,0
30804,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,67,64
30840,note_on,36,0,2,,,,,,,,,,,,,,,,0,,,70,97
30852,note_on,48,0,1,,,,,,,,,,,,,,,,0,,,55,0
30855,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,62,63
30882,note_on,42,0,2,,,,,,,,,,,,,,,,0,,,70,0
30884,note_on,29,0,1,,,,,,,,,,,,,,,,0,,,67,0
30902,note_on,20,0,2,,,,,,,,,,,,,,,,0,,,72,92
30905,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,62,0
30906,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,72
30906,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,41,63
30910,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,48,61
30929,control_change,19,0,1,,,,,,,,,,,,,,,,0,64,0,,
30963,note_on,34,0,1,,,,,,,,,,,,,,,,0,,,65,72
30964,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,60,54
30967,control_change,3,0,1,,,,,,,,,,,,,,,,0,64,127,,
30986,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,53,0
30997,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,41,0
31018,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,69,63
31060,note_on,42,0,1,,,,,,,,,,,,,,,,0,,,48,0
31068,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,65,69
31069,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,72,67
31069,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,60,56
31082,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,65,0
31091,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,60,0
31092,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,0
31125,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,65,0
31127,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,58
31132,note_on,230,0,2,,,,,,,,,,,,,,,,0,,,72,0
31141,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,72,0
31163,note_on,31,0,2,,,,,,,,,,,,,,,,0,,,72,98
31177,note_on,36,0,1,,,,,,,,,,,,,,,,0,,,65,71
31178,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,60,54
31194,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,60,0
31196,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,0
31215,note_on,52,0,2,,,,,,,,,,,,,,,,0,,,72,0
31223,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,65,0
31227,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,38,71
31227,note_on,12,0,2,,,,,,,,,,,,,,,,0,,,74,104
31229,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,50,85
31247,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,60,0
31249,control_change,2,0,1,,,,,,,,,,,,,,,,0,64,0,,
31281,note_on,32,0,1,,,,,,,,,,,,,,,,0,,,66,77
31283,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,62,62
31287,control_change,4,0,1,,,,,,,,,,,,,,,,0,64,127,,
31304,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,38,0
31320,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,50,0
31334,note_on,107,0,2,,,,,,,,,,,,,,,,0,,,74,0
31338,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,62,58
31339,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,69
31347,note_on,13,0,2,,,,,,,,,,,,,,,,0,,,74,94
31353,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,66,0
31367,note_on,20,0,2,,,,,,,,,,,,,,,,0,,,74,0
31371,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,62,0
31385,note_on,18,0,2,,,,,,,,,,,,,,,,0,,,74,105
31387,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,66,74
31388,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,74,75
31389,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,62,64
31409,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,62,0
31413,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,69,0
31429,note_on,44,0,2,,,,,,,,,,,,,,,,0,,,74,0
31433,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,72,101
31445,note_on,32,0,1,,,,,,,,,,,,,,,,0,,,66,0
31448,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,57
31466,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,74,0
31478,note_on,45,0,2,,,,,,,,,,,,,,,,0,,,72,0
31482,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,74,95
31496,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,66,77
31496,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,62,71
31505,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,69,0
31505,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,62,0
31508,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,62,0
31513,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,66,0
31522,note_on,40,0,2,,,,,,,,,,,,,,,,0,,,74,0
31524,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,77,92
31530,note_on,6,0,2,,,,,,,,,,,,,,,,0,,,75,91
31538,note_on,8,0,2,,,,,,,,,,,,,,,,0,,,77,0
31548,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,36,76
31548,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,48,93
31576,control_change,28,0,1,,,,,,,,,,,,,,,,0,64,0,,
31604,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,67,77
31605,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,63,83
31615,control_change,10,0,1,,,,,,,,,,,,,,,,0,64,127,,
31650,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,36,0
31656,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,72,67
31676,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,48,0
31680,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,67,0
31691,note_on,153,0,2,,,,,,,,,,,,,,,,0,,,75,0
31698,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,63,0
31709,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,75,79
31710,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,63,81
31710,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,67,70
31710,note_on,19,0,2,,,,,,,,,,,,,,,,0,,,75,97
31729,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,72,0
31741,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,75,0
31771,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,72,71
31777,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,63,0
31781,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,67,0
31824,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,67,66
31824,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,63,71
31871,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,36,73
31872,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,48,82
31884,control_change,12,0,1,,,,,,,,,,,,,,,,0,64,0,,
31892,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,72,0
31902,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,67,0
31906,control_change,4,0,1,,,,,,,,,,,,,,,,0,64,127,,
31928,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,67,58
31929,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,63,56
31933,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,63,0
31983,note_on,50,0,1,,,,,,,,,,,,,,,,0,,,72,61
31989,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,36,0
31993,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,48,0
32003,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,67,0
32024,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,63,0
32028,note_on,318,0,2,,,,,,,,,,,,,,,,0,,,75,0
32033,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,75,70
32036,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,63,61
32037,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,67,55
32053,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,72,0
32057,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,75,0
32092,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,63,0
32092,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,72,66
32101,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,67,0
32114,note_on,86,0,2,,,,,,,,,,,,,,,,0,,,67,81
32139,note_on,38,0,1,,,,,,,,,,,,,,,,0,,,63,59
32140,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,67,56
32145,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,72,0
32152,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,63,0
32155,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,67,0
32175,note_on,61,0,2,,,,,,,,,,,,,,,,0,,,67,0
32177,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,74,105
32188,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,39,74
32190,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,51,78
32192,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,46,71
32194,note_on,17,0,2,,,,,,,,,,,,,,,,0,,,72,91
32196,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,74,0
32214,control_change,22,0,1,,,,,,,,,,,,,,,,0,64,0,,
32247,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,60,61
32247,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,63,67
32250,control_change,3,0,1,,,,,,,,,,,,,,,,0,64,127,,
32268,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,39,0
32284,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,51,0
32301,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,67,63
32304,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,60,30
32310,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,46,0
32337,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,60,0
32352,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,72,52
32372,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,63,0
32413,note_on,41,0,1,,,,,,,,,,,,,,,,0,,,67,48
32424,note_on,228,0,2,,,,,,,,,,,,,,,,0,,,72,0
32442,note_on,29,0,1,,,,,,,,,,,,,,,,0,,,67,0
32443,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,60,0
32446,note_on,22,0,2,,,,,,,,,,,,,,,,0,,,72,101
32447,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,72,0
32465,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,63,56
32468,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,60,29
32476,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,67,0
32483,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,63,0
32488,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,60,0
32502,note_on,56,0,2,,,,,,,,,,,,,,,,0,,,72,0
32509,note_on,7,0,2,,,,,,,,,,,,,,,,0,,,70,105
32521,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,55,75
32521,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,43,63
32551,control_change,30,0,1,,,,,,,,,,,,,,,,0,64,0,,
32561,note_on,52,0,2,,,,,,,,,,,,,,,,0,,,70,0
32567,note_on,6,0,2,,,,,,,,,,,,,,,,0,,,69,112
32576,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,64,80
32576,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,61,62
32582,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,43,0
32582,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,55,0
32585,control_change,3,0,1,,,,,,,,,,,,,,,,0,64,127,,
32607,note_on,40,0,2,,,,,,,,,,,,,,,,0,,,69,0
32615,note_on,8,0,2,,,,,,,,,,,,,,,,0,,,70,103
32629,note_on,44,0,1,,,,,,,,,,,,,,,,0,,,70,77
32653,note_on,24,0,1,,,,,,,,,,,,,,,,0,,,64,0
32664,note_on,49,0,2,,,,,,,,,,,,,,,,0,,,70,0
32666,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,73,100
32684,note_on,31,0,1,,,,,,,,,,,,,,,,0,,,61,59
32705,note_on,39,0,2,,,,,,,,,,,,,,,,0,,,73,0
32711,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,61,0
32719,note_on,14,0,2,,,,,,,,,,,,,,,,0,,,72,87
32738,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,70,58
32755,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,70,0
32766,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,61,0
32772,note_on,53,0,2,,,,,,,,,,,,,,,,0,,,72,0
32776,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,70,0
32776,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,70,97
32792,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,64,54
32799,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,64,0
32836,note_on,60,0,2,,,,,,,,,,,,,,,,0,,,72,95
32839,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,70,0
32848,note_on,49,0,1,,,,,,,,,,,,,,,,0,,,41,64
32849,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,66
32852,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,48,64
32882,control_change,30,0,1,,,,,,,,,,,,,,,,0,64,0,,
32907,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,65,62
32908,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,60,40
32918,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,41,0
32923,control_change,5,0,1,,,,,,,,,,,,,,,,0,64,127,,
32941,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,53,0
32962,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,69,52
32964,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,68,24
33009,note_on,45,0,1,,,,,,,,,,,,,,,,0,,,48,0
33010,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,0
33013,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,60,50
33016,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,72,54
33017,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,64
33064,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,60,0
33069,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,69,51
33071,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,68,18
33077,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,69,0
33104,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,68,0
33107,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,60,0
